"","CP","VTL20days","start_end_20","Upcross20","VTL80days","start_end_80","Upcross80","VTL360days","start_end_360","Upcross360"
"1984","435.268379","541.318926805263",NA,NA,"474.714294417073",NA,NA,"471.489358511539",NA,NA
"1985","442.6657271","544.148869415789",NA,NA,"476.156640519512",NA,NA,"472.470999484616",NA,NA
"1986","455.878713","546.978812026316",NA,NA,"477.598986621951",NA,NA,"473.452640457692",NA,NA
"1987","455.7188258","549.808754636842",NA,NA,"479.04133272439",NA,NA,"474.434281430769",NA,NA
"1988","418.2215316","552.638697247369",NA,NA,"480.48367882683",NA,NA,"475.415922403846",NA,NA
"1989","422.7058945","555.468639857895",NA,NA,"481.926024929269",NA,NA,"476.397563376923",NA,NA
"1990","421.0528796","558.298582468421",NA,NA,"483.368371031708",NA,NA,"477.37920435",NA,NA
"1991","431.3400213","561.128525078948",NA,NA,"484.810717134147",NA,NA,"478.360845323077",NA,NA
"1992","426.043647","563.958467689474",NA,NA,"486.253063236586",NA,NA,"479.342486296154",NA,NA
"1993","429.6771534","566.7884103",NA,NA,"487.695409339025",NA,NA,"480.324127269231",NA,NA
"1994","434.6780064","569.618352910527",NA,NA,"489.137755441464",NA,NA,"481.305768242308",NA,NA
"1995","434.4398773","572.448295521053",NA,NA,"490.580101543903",NA,NA,"482.287409215385",NA,NA
"1996","430.13618","575.278238131579",NA,NA,"492.022447646342",NA,NA,"483.269050188462",NA,NA
"1997","433.4489711","578.108180742106",NA,NA,"493.464793748781",NA,NA,"484.250691161539",NA,NA
"1998","432.6695026","580.938123352632",NA,NA,"494.90713985122",NA,NA,"485.232332134616",NA,NA
"1999","430.6778697","583.768065963159","END",NA,"496.349485953659",NA,NA,"486.213973107693",NA,NA
"2000","459.2089401","459.2089401","START",NA,"497.791832056098",NA,NA,"487.19561408077",NA,NA
"2001","454.1344237","458.97376916087",NA,NA,"499.234178158537",NA,NA,"488.177255053846",NA,NA
"2002","449.8452162","458.738598221739",NA,NA,"500.676524260976",NA,NA,"489.158896026923",NA,NA
"2003","448.5802162","458.503427282609",NA,NA,"502.118870363415",NA,NA,"490.140537",NA,NA
"2004","449.033059","458.268256343478",NA,NA,"503.561216465854",NA,NA,"491.122177973077",NA,NA
"2005","441.7681572","458.033085404348",NA,NA,"505.003562568293",NA,NA,"492.103818946154",NA,NA
"2006","432.3106452","457.797914465217",NA,NA,"506.445908670732",NA,NA,"493.085459919231",NA,NA
"2007","429.8232247","457.562743526087",NA,NA,"507.888254773171",NA,NA,"494.067100892308",NA,NA
"2008","367.8231999","457.327572586956",NA,NA,"509.33060087561",NA,NA,"495.048741865385",NA,NA
"2009","388.0712046","457.092401647826",NA,NA,"510.77294697805",NA,NA,"496.030382838462",NA,NA
"2010","382.4820865","456.857230708695",NA,NA,"512.215293080489",NA,NA,"497.012023811539",NA,NA
"2011","384.8651666","456.622059769565",NA,NA,"513.657639182928",NA,NA,"497.993664784616",NA,NA
"2012","378.161725","456.386888830435","END",NA,"515.099985285367",NA,NA,"498.975305757693",NA,NA
"2013","420.6229242","420.6229242","START",NA,"516.542331387806",NA,NA,"499.95694673077",NA,NA
"2014","409.2984597","417.466242555556",NA,NA,"517.984677490245",NA,NA,"500.938587703847",NA,NA
"2015","381.0464594","414.309560911111",NA,NA,"519.427023592684",NA,NA,"501.920228676924",NA,NA
"2016","386.3706026","411.152879266667",NA,NA,"520.869369695123",NA,NA,"502.90186965",NA,NA
"2017","403.4469267","407.996197622222",NA,NA,"522.311715797562",NA,NA,"503.883510623077",NA,NA
"2018","391.9860973","404.839515977778",NA,NA,"523.754061900001",NA,NA,"504.865151596154",NA,NA
"2019","391.1429351","401.682834333333",NA,NA,"525.19640800244",NA,NA,"505.846792569231",NA,NA
"2020","394.6275304","398.526152688889",NA,NA,"526.638754104879",NA,NA,"506.828433542308",NA,NA
"2021","378.9009956","395.369471044444",NA,NA,"528.081100207318",NA,NA,"507.810074515385",NA,NA
"2022","378.9999948","392.2127894",NA,NA,"529.523446309757",NA,NA,"508.791715488462",NA,NA
"2023","377.2627791","389.056107755555",NA,NA,"530.965792412196",NA,NA,"509.773356461539",NA,NA
"2024","366.3416876","385.899426111111",NA,NA,"532.408138514635",NA,NA,"510.754997434616",NA,NA
"2025","371.2234351","382.742744466666",NA,NA,"533.850484617074",NA,NA,"511.736638407693",NA,NA
"2026","372.9276312","379.586062822222",NA,NA,"535.292830719513",NA,NA,"512.71827938077",NA,NA
"2027","368.0982066","376.429381177778",NA,NA,"536.735176821952",NA,NA,"513.699920353847",NA,NA
"2028","389.7230812","373.272699533333",NA,"Upcross","538.177522924391",NA,NA,"514.681561326924",NA,NA
"2029","384.398414","370.116017888889",NA,NA,"539.61986902683",NA,NA,"515.6632023",NA,NA
"2030","374.6315555","366.959336244444",NA,NA,"541.062215129269",NA,NA,"516.644843273077",NA,NA
"2031","375.1539176","363.8026546",NA,NA,"542.504561231709",NA,NA,"517.626484246154",NA,NA
"2032","370.8143503","360.645972955555",NA,NA,"543.946907334148",NA,NA,"518.608125219231",NA,NA
"2033","373.5116129","357.489291311111",NA,NA,"545.389253436587",NA,NA,"519.589766192308",NA,NA
"2034","379.0826116","354.332609666666",NA,NA,"546.831599539026",NA,NA,"520.571407165385",NA,NA
"2035","377.6391651","351.175928022222",NA,NA,"548.273945641465",NA,NA,"521.553048138462",NA,NA
"2036","382.2944565","348.019246377777",NA,NA,"549.716291743904",NA,NA,"522.534689111539",NA,NA
"2037","389.5984325","344.862564733333",NA,NA,"551.158637846343",NA,NA,"523.516330084615",NA,NA
"2038","406.1506695","341.705883088888",NA,NA,"552.600983948782",NA,NA,"524.497971057692",NA,NA
"2039","399.2676186","338.549201444444",NA,NA,"554.043330051221",NA,NA,"525.479612030769",NA,NA
"2040","407.0353095","335.3925198",NA,NA,"555.48567615366",NA,NA,"526.461253003846",NA,NA
"2041","415.3241134","332.235838155555",NA,NA,"556.928022256099",NA,NA,"527.442893976923",NA,NA
"2042","421.289663","329.079156511111",NA,NA,"558.370368358538",NA,NA,"528.42453495",NA,NA
"2043","419.6265285","325.922474866666",NA,NA,"559.812714460977",NA,NA,"529.406175923077",NA,NA
"2044","440.1957601","322.765793222222",NA,NA,"561.255060563416",NA,NA,"530.387816896154",NA,NA
"2045","438.7186127","319.609111577777",NA,NA,"562.697406665855",NA,NA,"531.36945786923",NA,NA
"2046","437.5352951","316.452429933333",NA,NA,"564.139752768294",NA,NA,"532.351098842307",NA,NA
"2047","420.0325926","313.295748288888",NA,NA,"565.582098870733",NA,NA,"533.332739815384",NA,NA
"2048","423.9951125","310.139066644444",NA,NA,"567.024444973172",NA,NA,"534.314380788461",NA,NA
"2049","424.0908703","306.982384999999",NA,NA,"568.466791075611",NA,NA,"535.296021761538",NA,NA
"2050","431.762242","303.825703355555",NA,NA,"569.90913717805",NA,NA,"536.277662734615",NA,NA
"2051","432.947846","300.66902171111",NA,NA,"571.351483280489",NA,NA,"537.259303707692",NA,NA
"2052","433.1022627","297.512340066666",NA,NA,"572.793829382928",NA,NA,"538.240944680769",NA,NA
"2053","437.7758726","294.355658422222",NA,NA,"574.236175485368",NA,NA,"539.222585653845",NA,NA
"2054","432.8078672","291.198976777777",NA,NA,"575.678521587807",NA,NA,"540.204226626922",NA,NA
"2055","423.0797894","288.042295133333",NA,NA,"577.120867690246",NA,NA,"541.185867599999",NA,NA
"2056","419.2688213","284.885613488888",NA,NA,"578.563213792685",NA,NA,"542.167508573076",NA,NA
"2057","407.9901543","281.728931844444",NA,NA,"580.005559895124",NA,NA,"543.149149546153",NA,NA
"2058","397.3144539","278.572250199999",NA,NA,"581.447905997563",NA,NA,"544.13079051923",NA,NA
"2059","403.7051875","275.415568555555",NA,NA,"582.890252100002",NA,NA,"545.112431492307",NA,NA
"2060","413.2293662","272.25888691111",NA,NA,"584.332598202441",NA,NA,"546.094072465384",NA,NA
"2061","411.4259532","269.102205266666",NA,NA,"585.77494430488",NA,NA,"547.075713438461",NA,NA
"2062","412.5407035","265.945523622221",NA,NA,"587.217290407319",NA,NA,"548.057354411537",NA,NA
"2063","416.3409287","262.788841977777",NA,NA,"588.659636509758",NA,NA,"549.038995384614",NA,NA
"2064","419.5119342","259.632160333332",NA,NA,"590.101982612197",NA,NA,"550.020636357691",NA,NA
"2065","410.2641633","256.475478688888",NA,NA,"591.544328714636",NA,NA,"551.002277330768",NA,NA
"2066","411.8058825","253.318797044444",NA,NA,"592.986674817075",NA,NA,"551.983918303845",NA,NA
"2067","415.0269573","250.162115399999",NA,NA,"594.429020919514",NA,NA,"552.965559276922",NA,NA
"2068","415.2664003","247.005433755555",NA,NA,"595.871367021953",NA,NA,"553.947200249999",NA,NA
"2069","417.0241185","243.84875211111","END",NA,"597.313713124392",NA,NA,"554.928841223076",NA,NA
"2070","418.6053638","418.6053638","START",NA,"598.756059226831",NA,NA,"555.910482196152",NA,NA
"2071","408.9015874","417.477686811765",NA,NA,"600.19840532927",NA,NA,"556.892123169229",NA,NA
"2072","409.1244299","416.350009823529",NA,NA,"601.640751431709",NA,NA,"557.873764142306",NA,NA
"2073","412.0569538","415.222332835294",NA,NA,"603.083097534148",NA,NA,"558.855405115383",NA,NA
"2074","411.6017741","414.094655847059",NA,NA,"604.525443636588",NA,NA,"559.83704608846",NA,NA
"2075","416.5816538","412.966978858824",NA,"Upcross","605.967789739027",NA,NA,"560.818687061537",NA,NA
"2076","417.3782995","411.839301870588",NA,NA,"607.410135841466",NA,NA,"561.800328034614",NA,NA
"2077","413.5602399","410.711624882353",NA,NA,"608.852481943905",NA,NA,"562.781969007691",NA,NA
"2078","416.3732438","409.583947894118",NA,NA,"610.294828046344",NA,NA,"563.763609980767",NA,NA
"2079","416.8230967","408.456270905882",NA,NA,"611.737174148783",NA,NA,"564.745250953844",NA,NA
"2080","425.4549598","407.328593917647",NA,NA,"613.179520251222",NA,NA,"565.726891926921",NA,NA
"2081","422.9174468","406.200916929412",NA,NA,"614.621866353661",NA,NA,"566.708532899998",NA,NA
"2082","415.8638288","405.073239941176",NA,NA,"616.0642124561",NA,NA,"567.690173873075",NA,NA
"2083","412.7776978","403.945562952941",NA,NA,"617.506558558539",NA,NA,"568.671814846152",NA,NA
"2084","415.9568112","402.817885964706",NA,NA,"618.948904660978",NA,NA,"569.653455819229",NA,NA
"2085","417.2006603","401.690208976471",NA,NA,"620.391250763417",NA,NA,"570.635096792306",NA,NA
"2086","419.7630567","400.562531988235",NA,NA,"621.833596865856",NA,NA,"571.616737765382",NA,NA
"2087","420.0735789","399.434855",NA,NA,"623.275942968295",NA,NA,"572.598378738459",NA,NA
"2088","419.5407279","398.307178011765",NA,NA,"624.718289070734",NA,NA,"573.580019711536",NA,NA
"2089","422.5013644","397.179501023529",NA,NA,"626.160635173173",NA,NA,"574.561660684613",NA,NA
"2090","421.9071912","396.051824035294",NA,NA,"627.602981275612",NA,NA,"575.54330165769",NA,NA
"2091","421.46722","394.924147047059",NA,NA,"629.045327378051",NA,NA,"576.524942630767",NA,NA
"2092","418.6434605","393.796470058824",NA,NA,"630.48767348049",NA,NA,"577.506583603844",NA,NA
"2093","418.7586354","392.668793070588",NA,NA,"631.930019582929",NA,NA,"578.488224576921",NA,NA
"2094","421.9544885","391.541116082353",NA,NA,"633.372365685368",NA,NA,"579.469865549998",NA,NA
"2095","423.273044","390.413439094118",NA,NA,"634.814711787807",NA,NA,"580.451506523074",NA,NA
"2096","427.4276646","389.285762105882",NA,NA,"636.257057890247",NA,NA,"581.433147496151",NA,NA
"2097","424.8725181","388.158085117647",NA,NA,"637.699403992686",NA,NA,"582.414788469228",NA,NA
"2098","425.856595","387.030408129412",NA,NA,"639.141750095125",NA,NA,"583.396429442305",NA,NA
"2099","430.7244188","385.902731141177",NA,NA,"640.584096197564",NA,NA,"584.378070415382",NA,NA
"2100","432.216313","384.775054152941",NA,NA,"642.026442300003",NA,NA,"585.359711388459",NA,NA
"2101","429.3399687","383.647377164706",NA,NA,"643.468788402442",NA,NA,"586.341352361536",NA,NA
"2102","429.6569337","382.519700176471",NA,NA,"644.911134504881",NA,NA,"587.322993334613",NA,NA
"2103","437.5687262","381.392023188235",NA,NA,"646.35348060732",NA,NA,"588.304634307689",NA,NA
"2104","442.6616533","380.2643462",NA,NA,"647.795826709759",NA,NA,"589.286275280766",NA,NA
"2105","452.1647028","379.136669211765",NA,NA,"649.238172812198",NA,NA,"590.267916253843",NA,NA
"2106","448.1344213","378.008992223529",NA,NA,"650.680518914637",NA,NA,"591.24955722692",NA,NA
"2107","453.914723","376.881315235294",NA,NA,"652.122865017076",NA,NA,"592.231198199997",NA,NA
"2108","463.3828714","375.753638247059",NA,NA,"653.565211119515",NA,NA,"593.212839173074",NA,NA
"2109","465.3160067","374.625961258824","END",NA,"655.007557221954",NA,NA,"594.194480146151",NA,NA
"2110","469.6087645","469.6087645","START",NA,"656.449903324393",NA,NA,"595.176121119228",NA,NA
"2111","445.7411131","470.697826028261",NA,NA,"657.892249426832",NA,NA,"596.157762092304",NA,NA
"2112","451.0600618","471.786887556522",NA,NA,"659.334595529271",NA,NA,"597.139403065381",NA,NA
"2113","457.0099652","472.875949084783",NA,NA,"660.77694163171",NA,NA,"598.121044038458",NA,NA
"2114","449.9004845","473.965010613043",NA,NA,"662.219287734149",NA,NA,"599.102685011535",NA,NA
"2115","455.0107312","475.054072141304",NA,NA,"663.661633836588",NA,NA,"600.084325984612",NA,NA
"2116","444.9330612","476.143133669565",NA,NA,"665.103979939027",NA,NA,"601.065966957689",NA,NA
"2117","451.6288504","477.232195197826",NA,NA,"666.546326041467",NA,NA,"602.047607930766",NA,NA
"2118","448.3679676","478.321256726087",NA,NA,"667.988672143906",NA,NA,"603.029248903843",NA,NA
"2119","449.3360725","479.410318254348",NA,NA,"669.431018246345",NA,NA,"604.010889876919",NA,NA
"2120","461.6938624","480.499379782609",NA,NA,"670.873364348784",NA,NA,"604.992530849996",NA,NA
"2121","461.3618425","481.588441310869",NA,NA,"672.315710451223",NA,NA,"605.974171823073",NA,NA
"2122","461.3788723","482.67750283913",NA,NA,"673.758056553662",NA,NA,"606.95581279615",NA,NA
"2123","463.4622317","483.766564367391",NA,NA,"675.200402656101",NA,NA,"607.937453769227",NA,NA
"2124","451.0796683","484.855625895652",NA,NA,"676.64274875854",NA,NA,"608.919094742304",NA,NA
"2125","453.8963053","485.944687423913",NA,NA,"678.085094860979",NA,NA,"609.900735715381",NA,NA
"2126","455.6072559","487.033748952174",NA,NA,"679.527440963418",NA,NA,"610.882376688458",NA,NA
"2127","457.2419027","488.122810480435",NA,NA,"680.969787065857",NA,NA,"611.864017661534",NA,NA
"2128","458.1195248","489.211872008695","END",NA,"682.412133168296",NA,NA,"612.845658634611",NA,NA
"2129","460.8577206","460.8577206","START",NA,"683.854479270735",NA,NA,"613.827299607688",NA,NA
"2130","455.2240773","460.397139342105",NA,NA,"685.296825373174",NA,NA,"614.808940580765",NA,NA
"2131","453.545777","459.936558084211",NA,NA,"686.739171475613",NA,NA,"615.790581553842",NA,NA
"2132","454.4861841","459.475976826316",NA,NA,"688.181517578052",NA,NA,"616.772222526919",NA,NA
"2133","437.7241871","459.015395568421",NA,NA,"689.623863680491",NA,NA,"617.753863499996",NA,NA
"2134","442.3967992","458.554814310526",NA,NA,"691.06620978293",NA,NA,"618.735504473073",NA,NA
"2135","444.0782072","458.094233052632",NA,NA,"692.508555885369",NA,NA,"619.71714544615",NA,NA
"2136","440.5586688","457.633651794737",NA,NA,"693.950901987808",NA,NA,"620.698786419226",NA,NA
"2137","444.2050573","457.173070536842",NA,NA,"695.393248090247",NA,NA,"621.680427392303",NA,NA
"2138","445.6744549","456.712489278948",NA,NA,"696.835594192686",NA,NA,"622.66206836538",NA,NA
"2139","450.5495272","456.251908021053",NA,NA,"698.277940295126",NA,NA,"623.643709338457",NA,NA
"2140","454.4337224","455.791326763158",NA,NA,"699.720286397565",NA,NA,"624.625350311534",NA,NA
"2141","471.8201173","455.330745505263",NA,"Upcross","701.162632500004",NA,NA,"625.606991284611",NA,NA
"2142","530.9105979","454.870164247369",NA,NA,"702.604978602443",NA,NA,"626.588632257688",NA,NA
"2143","527.5497124","454.409582989474",NA,NA,"704.047324704882",NA,NA,"627.570273230765",NA,NA
"2144","533.493149","453.949001731579",NA,NA,"705.489670807321",NA,NA,"628.551914203841",NA,NA
"2145","530.9436928","453.488420473685",NA,NA,"706.93201690976",NA,NA,"629.533555176918",NA,NA
"2146","537.6136788","453.02783921579",NA,NA,"708.374363012199",NA,NA,"630.515196149995",NA,NA
"2147","538.7712432","452.567257957895",NA,NA,"709.816709114638",NA,NA,"631.496837123072",NA,NA
"2148","570.1759883","452.1066767",NA,NA,"711.259055217077",NA,NA,"632.478478096149",NA,NA
"2149","574.2662016","451.646095442106",NA,NA,"712.701401319516",NA,NA,"633.460119069226",NA,NA
"2150","575.137638","451.185514184211",NA,NA,"714.143747421955",NA,NA,"634.441760042303",NA,NA
"2151","585.857149","450.724932926316",NA,NA,"715.586093524394",NA,NA,"635.42340101538",NA,NA
"2152","578.4692407","450.264351668422",NA,NA,"717.028439626833",NA,NA,"636.405041988456",NA,NA
"2153","583.0975853","449.803770410527",NA,NA,"718.470785729272",NA,NA,"637.386682961533",NA,NA
"2154","577.1016997","449.343189152632",NA,NA,"719.913131831711",NA,NA,"638.36832393461",NA,NA
"2155","579.8149936","448.882607894737",NA,NA,"721.35547793415",NA,NA,"639.349964907687",NA,NA
"2156","605.449557","448.422026636843",NA,NA,"722.797824036589",NA,NA,"640.331605880764",NA,NA
"2157","670.3923743","447.961445378948",NA,NA,"724.240170139028",NA,NA,"641.313246853841",NA,"Upcross"
"2158","704.3217781","447.500864121053",NA,NA,"725.682516241467",NA,NA,"642.294887826918",NA,NA
"2159","684.9483194","447.040282863158",NA,NA,"727.124862343906",NA,NA,"643.276528799995",NA,NA
"2160","695.0014684","446.579701605264",NA,NA,"728.567208446345","END",NA,"644.258169773071","END",NA
"2161","767.4200313","446.119120347369",NA,NA,"767.4200313","START",NA,"767.4200313","START",NA
"2162","750.0146339","445.658539089474",NA,NA,"773.229724080769",NA,NA,"769.06569521087",NA,NA
"2163","758.2887801","445.19795783158",NA,NA,"779.039416861538",NA,NA,"770.711359121739",NA,NA
"2164","766.7671327","444.737376573685",NA,NA,"784.849109642308",NA,NA,"772.357023032609",NA,NA
"2165","722.4974524","444.27679531579",NA,NA,"790.658802423077",NA,NA,"774.002686943478",NA,NA
"2166","669.6042047","443.816214057895",NA,NA,"796.468495203846",NA,NA,"775.648350854348",NA,NA
"2167","594.8329746","443.355632800001",NA,NA,"802.278187984615",NA,NA,"777.294014765217",NA,NA
"2168","627.6778556","442.895051542106",NA,NA,"808.087880765384",NA,NA,"778.939678676087",NA,NA
"2169","664.1269857","442.434470284211",NA,NA,"813.897573546153",NA,NA,"780.585342586956",NA,NA
"2170","668.8726841","441.973889026317",NA,NA,"819.707266326923",NA,NA,"782.231006497826",NA,NA
"2171","630.4342421","441.513307768422",NA,NA,"825.516959107692",NA,NA,"783.876670408695",NA,NA
"2172","652.2448077","441.052726510527",NA,NA,"831.326651888461",NA,NA,"785.522334319565",NA,NA
"2173","647.2187684","440.592145252632",NA,NA,"837.13634466923",NA,NA,"787.167998230434",NA,NA
"2174","638.5863456","440.131563994738",NA,NA,"842.946037449999",NA,NA,"788.813662141304",NA,NA
"2175","674.2848147","439.670982736843",NA,NA,"848.755730230769",NA,NA,"790.459326052173",NA,NA
"2176","677.5123857","439.210401478948","END",NA,"854.565423011538",NA,NA,"792.104989963043",NA,NA
"2177","702.7393168","702.7393168","START",NA,"860.375115792307",NA,NA,"793.750653873912",NA,NA
"2178","662.5500859","697.814100192308",NA,NA,"866.184808573076",NA,NA,"795.396317784782",NA,NA
"2179","679.8424534","692.888883584615",NA,NA,"871.994501353845",NA,NA,"797.041981695652",NA,NA
"2180","668.1659813","687.963666976923",NA,NA,"877.804194134614",NA,NA,"798.687645606521",NA,NA
"2181","677.6513331","683.038450369231",NA,NA,"883.613886915384",NA,NA,"800.333309517391",NA,NA
"2182","640.0532361","678.113233761539",NA,NA,"889.423579696153",NA,NA,"801.97897342826",NA,NA
"2183","665.0517084","673.188017153846",NA,NA,"895.233272476922",NA,NA,"803.62463733913",NA,NA
"2184","651.941914","668.262800546154",NA,NA,"901.042965257691",NA,NA,"805.270301249999",NA,NA
"2185","649.959341","663.337583938462",NA,NA,"906.85265803846",NA,NA,"806.915965160869",NA,NA
"2186","650.2725947","658.412367330769",NA,NA,"912.66235081923",NA,NA,"808.561629071738",NA,NA
"2187","670.023128","653.487150723077",NA,"Upcross","918.472043599999",NA,NA,"810.207292982608",NA,NA
"2188","658.3336134","648.561934115385",NA,NA,"924.281736380768",NA,NA,"811.852956893477",NA,NA
"2189","660.9059602","643.636717507693",NA,NA,"930.091429161537",NA,NA,"813.498620804347",NA,NA
"2190","666.7586711","638.7115009",NA,NA,"935.901121942306",NA,NA,"815.144284715216",NA,NA
"2191","665.2756222","633.786284292308","END",NA,"941.710814723075",NA,NA,"816.789948626086",NA,NA
"2192","681.089602","681.089602","START",NA,"947.520507503845",NA,NA,"818.435612536955",NA,NA
"2193","675.1185792","679.64628768",NA,NA,"953.330200284614",NA,NA,"820.081276447825",NA,NA
"2194","674.6603603","678.20297336",NA,NA,"959.139893065383",NA,NA,"821.726940358694",NA,NA
"2195","667.3053649","676.75965904",NA,NA,"964.949585846152",NA,NA,"823.372604269564",NA,NA
"2196","666.8517393","675.31634472",NA,NA,"970.759278626921",NA,NA,"825.018268180434",NA,NA
"2197","650.5629116","673.8730304",NA,NA,"976.568971407691",NA,NA,"826.663932091303",NA,NA
"2198","657.377943","672.42971608",NA,NA,"982.37866418846",NA,NA,"828.309596002173",NA,NA
"2199","661.3939798","670.98640176",NA,NA,"988.188356969229",NA,NA,"829.955259913042",NA,NA
"2200","655.1195778","669.54308744",NA,NA,"993.998049749998",NA,NA,"831.600923823912",NA,NA
"2201","654.6263392","668.09977312",NA,NA,"999.807742530767",NA,NA,"833.246587734781",NA,NA
"2202","656.2751469","666.6564588",NA,NA,"1005.61743531154",NA,NA,"834.892251645651",NA,NA
"2203","656.1964534","665.21314448",NA,NA,"1011.42712809231",NA,NA,"836.53791555652",NA,NA
"2204","657.5575675","663.76983016",NA,NA,"1017.23682087307",NA,NA,"838.18357946739",NA,NA
"2205","655.3617302","662.32651584",NA,NA,"1023.04651365384",NA,NA,"839.829243378259",NA,NA
"2206","624.8044871","660.88320152",NA,NA,"1028.85620643461",NA,NA,"841.474907289129",NA,NA
"2207","606.5092479","659.4398872",NA,NA,"1034.66589921538",NA,NA,"843.120571199998",NA,NA
"2208","526.9811483","657.99657288",NA,NA,"1040.47559199615",NA,NA,"844.766235110868",NA,NA
"2209","570.3470409","656.55325856",NA,NA,"1046.28528477692",NA,NA,"846.411899021737",NA,NA
"2210","583.542158","655.10994424",NA,NA,"1052.09497755769",NA,NA,"848.057562932607",NA,NA
"2211","581.2798057","653.66662992",NA,NA,"1057.90467033846",NA,NA,"849.703226843477",NA,NA
"2212","590.795403","652.2233156",NA,NA,"1063.71436311923",NA,NA,"851.348890754346",NA,NA
"2213","594.732324","650.78000128",NA,NA,"1069.5240559",NA,NA,"852.994554665216",NA,NA
"2214","591.6292839","649.33668696",NA,NA,"1075.33374868077",NA,NA,"854.640218576085",NA,NA
"2215","587.9321382","647.89337264",NA,NA,"1081.14344146154",NA,NA,"856.285882486955",NA,NA
"2216","589.9687583","646.45005832",NA,NA,"1086.95313424231",NA,NA,"857.931546397824",NA,NA
"2217","589.5858847","645.006744",NA,NA,"1092.76282702307",NA,NA,"859.577210308694",NA,NA
"2218","587.1916496","643.56342968",NA,NA,"1098.57251980384",NA,NA,"861.222874219563",NA,NA
"2219","585.3635816","642.12011536",NA,NA,"1104.38221258461",NA,NA,"862.868538130433",NA,NA
"2220","571.3870625","640.67680104",NA,NA,"1110.19190536538",NA,NA,"864.514202041302",NA,NA
"2221","566.5644413","639.23348672",NA,NA,"1116.00159814615",NA,NA,"866.159865952172",NA,NA
"2222","578.4149241","637.7901724",NA,NA,"1121.81129092692",NA,NA,"867.805529863041",NA,NA
"2223","573.6637444","636.34685808",NA,NA,"1127.62098370769",NA,NA,"869.451193773911",NA,NA
"2224","573.263192","634.90354376",NA,NA,"1133.43067648846",NA,NA,"871.09685768478",NA,NA
"2225","573.9584579","633.46022944",NA,NA,"1139.24036926923",NA,NA,"872.74252159565",NA,NA
"2226","581.7970701","632.01691512",NA,NA,"1145.05006205",NA,NA,"874.388185506519",NA,NA
"2227","580.7921926","630.5736008","END",NA,"1150.85975483077",NA,NA,"876.033849417389",NA,NA
"2228","584.9718977","584.9718977","START",NA,"1156.66944761154",NA,NA,"877.679513328259",NA,NA
"2229","582.6277474","584.321202613333",NA,NA,"1162.4791403923",NA,NA,"879.325177239128",NA,NA
"2230","578.7018317","583.670507526667",NA,NA,"1168.28883317307",NA,NA,"880.970841149998",NA,NA
"2231","576.0334366","583.01981244",NA,NA,"1174.09852595384",NA,NA,"882.616505060867",NA,NA
"2232","578.8746534","582.369117353333",NA,NA,"1179.90821873461",NA,NA,"884.262168971737",NA,NA
"2233","570.2009937","581.718422266666",NA,NA,"1185.71791151538",NA,NA,"885.907832882606",NA,NA
"2234","575.1052326","581.06772718",NA,NA,"1191.52760429615",NA,NA,"887.553496793476",NA,NA
"2235","573.4292676","580.417032093333",NA,NA,"1197.33729707692",NA,NA,"889.199160704345",NA,NA
"2236","575.6956984","579.766337006666",NA,NA,"1203.14698985769",NA,NA,"890.844824615215",NA,NA
"2237","572.2727583","579.11564192",NA,NA,"1208.95668263846",NA,NA,"892.490488526084",NA,NA
"2238","572.221702","578.464946833333",NA,NA,"1214.76637541923",NA,NA,"894.136152436954",NA,NA
"2239","576.8467674","577.814251746666",NA,NA,"1220.5760682",NA,NA,"895.781816347823",NA,NA
"2240","600.3744068","577.16355666",NA,"Upcross","1226.38576098077",NA,NA,"897.427480258693",NA,NA
"2241","610.5389133","576.512861573333",NA,NA,"1232.19545376153",NA,NA,"899.073144169562",NA,NA
"2242","607.5269642","575.862166486666",NA,NA,"1238.0051465423",NA,NA,"900.718808080432",NA,NA
"2243","612.9954583","575.211471399999",NA,NA,"1243.81483932307",NA,NA,"902.364471991301",NA,NA
"2244","615.6598191","574.560776313333","END",NA,"1249.62453210384",NA,NA,"904.010135902171",NA,NA
"2245","630.550172","630.550172","START",NA,"1255.43422488461",NA,NA,"905.655799813041",NA,NA
"2246","622.977884","633.231246958823",NA,NA,"1261.24391766538",NA,NA,"907.30146372391",NA,NA
"2247","624.7526404","635.912321917647",NA,NA,"1267.05361044615",NA,NA,"908.94712763478",NA,NA
"2248","608.2466759","638.59339687647",NA,NA,"1272.86330322692",NA,NA,"910.592791545649",NA,NA
"2249","607.7073727","641.274471835294",NA,NA,"1278.67299600769",NA,NA,"912.238455456519",NA,NA
"2250","608.6942963","643.955546794117",NA,NA,"1284.48268878846",NA,NA,"913.884119367388",NA,NA
"2251","609.4130877","646.636621752941",NA,NA,"1290.29238156923",NA,NA,"915.529783278258",NA,NA
"2252","607.0702626","649.317696711764",NA,NA,"1296.10207435",NA,NA,"917.175447189127",NA,NA
"2253","607.806438","651.998771670588",NA,NA,"1301.91176713076",NA,NA,"918.821111099997",NA,NA
"2254","607.3814497","654.679846629411",NA,NA,"1307.72145991153",NA,NA,"920.466775010866",NA,NA
"2255","611.5334603","657.360921588235",NA,NA,"1313.5311526923",NA,NA,"922.112438921736",NA,NA
"2256","608.8713063","660.041996547058",NA,NA,"1319.34084547307",NA,NA,"923.758102832605",NA,NA
"2257","608.3717486","662.723071505882",NA,NA,"1325.15053825384",NA,NA,"925.403766743475",NA,NA
