"","CP","VTL20days","start_end_20","Upcross20","VTL80days","start_end_80","Upcross80","VTL360days","start_end_360","Upcross360"
"2258","596.9457566","665.404146464705",NA,NA,"1330.96023103461",NA,NA,"927.049430654344",NA,NA
"2259","595.5647165","668.085221423529",NA,NA,"1336.76992381538",NA,NA,"928.695094565214",NA,NA
"2260","602.3787849","670.766296382352",NA,NA,"1342.57961659615",NA,NA,"930.340758476083",NA,NA
"2261","602.6873597","673.447371341176",NA,NA,"1348.38930937692",NA,NA,"931.986422386953",NA,NA
"2262","600.6100549","676.128446299999",NA,NA,"1354.19900215769",NA,NA,"933.632086297823",NA,NA
"2263","606.7788106","678.809521258823",NA,NA,"1360.00869493846",NA,NA,"935.277750208692",NA,NA
"2264","605.1516137","681.490596217646",NA,NA,"1365.81838771923",NA,NA,"936.923414119562",NA,NA
"2265","604.6864944","684.17167117647",NA,NA,"1371.6280805",NA,NA,"938.569078030431",NA,NA
"2266","605.202562","686.852746135294",NA,NA,"1377.43777328076",NA,NA,"940.214741941301",NA,NA
"2267","608.8658407","689.533821094117",NA,NA,"1383.24746606153",NA,NA,"941.86040585217",NA,NA
"2268","615.4084788","692.214896052941",NA,NA,"1389.0571588423",NA,NA,"943.50606976304",NA,NA
"2269","611.7485783","694.895971011764",NA,NA,"1394.86685162307",NA,NA,"945.151733673909",NA,NA
"2270","612.5903474","697.577045970588",NA,NA,"1400.67654440384",NA,NA,"946.797397584779",NA,NA
"2271","610.0078814","700.258120929411",NA,NA,"1406.48623718461",NA,NA,"948.443061495648",NA,NA
"2272","612.1477809","702.939195888235",NA,NA,"1412.29592996538",NA,NA,"950.088725406518",NA,NA
"2273","611.7608628","705.620270847058",NA,NA,"1418.10562274615",NA,NA,"951.734389317387",NA,NA
"2274","617.9057051","708.301345805882",NA,NA,"1423.91531552692",NA,NA,"953.380053228257",NA,NA
"2275","619.3010018","710.982420764705",NA,NA,"1429.72500830769",NA,NA,"955.025717139126",NA,NA
"2276","617.1010413","713.663495723529",NA,NA,"1435.53470108846",NA,NA,"956.671381049996",NA,NA
"2277","618.0852","716.344570682352",NA,NA,"1441.34439386923",NA,NA,"958.317044960865",NA,NA
"2278","642.9813873","719.025645641176",NA,NA,"1447.15408664999",NA,NA,"959.962708871735",NA,NA
"2279","636.5979322","721.706720599999",NA,NA,"1452.96377943076",NA,NA,"961.608372782605",NA,NA
"2280","635.4440953","724.387795558823",NA,NA,"1458.77347221153",NA,NA,"963.254036693474",NA,NA
"2281","639.5860903","727.068870517646",NA,NA,"1464.5831649923",NA,NA,"964.899700604344",NA,NA
"2282","637.2837593","729.74994547647",NA,NA,"1470.39285777307",NA,NA,"966.545364515213",NA,NA
"2283","642.9130425","732.431020435293",NA,NA,"1476.20255055384",NA,NA,"968.191028426083",NA,NA
"2284","639.1375365","735.112095394117",NA,NA,"1482.01224333461",NA,NA,"969.836692336952",NA,NA
"2285","635.5765086","737.79317035294",NA,NA,"1487.82193611538",NA,NA,"971.482356247822",NA,NA
"2286","629.640708","740.474245311764",NA,NA,"1493.63162889615",NA,NA,"973.128020158691",NA,NA
"2287","628.5989011","743.155320270587",NA,NA,"1499.44132167692",NA,NA,"974.773684069561",NA,NA
"2288","630.9062034","745.836395229411",NA,NA,"1505.25101445769",NA,NA,"976.41934798043",NA,NA
"2289","654.508631","748.517470188234",NA,NA,"1511.06070723846",NA,NA,"978.0650118913",NA,NA
"2290","651.9619568","751.198545147058",NA,NA,"1516.87040001922",NA,NA,"979.710675802169",NA,NA
"2291","650.0271672","753.879620105881",NA,NA,"1522.68009279999",NA,NA,"981.356339713039",NA,NA
"2292","655.7925051","756.560695064705",NA,NA,"1528.48978558076",NA,NA,"983.002003623908",NA,NA
"2293","675.1098693","759.241770023528",NA,NA,"1534.29947836153",NA,NA,"984.647667534778",NA,NA
"2294","686.5233271","761.922844982352",NA,NA,"1540.1091711423",NA,NA,"986.293331445647",NA,NA
"2295","690.3906549","764.603919941175",NA,NA,"1545.91886392307",NA,NA,"987.938995356517",NA,NA
"2296","715.4454693","767.284994899999",NA,NA,"1551.72855670384",NA,NA,"989.584659267387",NA,NA
"2297","699.333411","769.966069858822",NA,NA,"1557.53824948461",NA,NA,"991.230323178256",NA,NA
"2298","698.897728","772.647144817646",NA,NA,"1563.34794226538",NA,NA,"992.875987089126",NA,NA
"2299","730.57848","775.328219776469","END",NA,"1569.15763504615",NA,NA,"994.521650999995",NA,NA
"2300","740.3670555","740.3670555","START",NA,"1574.96732782692",NA,NA,"996.167314910865",NA,NA
"2301","689.939207","742.363726109091",NA,NA,"1580.77702060769",NA,NA,"997.812978821734",NA,NA
"2302","705.4320167","744.360396718182",NA,NA,"1586.58671338845",NA,NA,"999.458642732604",NA,NA
"2303","706.8193256","746.357067327273",NA,NA,"1592.39640616922",NA,NA,"1001.10430664347",NA,NA
"2304","715.8968798","748.353737936363",NA,NA,"1598.20609894999",NA,NA,"1002.74997055434",NA,NA
"2305","706.1812168","750.350408545454",NA,NA,"1604.01579173076",NA,NA,"1004.39563446521",NA,NA
"2306","711.8358466","752.347079154545",NA,NA,"1609.82548451153",NA,NA,"1006.04129837608",NA,NA
"2307","721.5015099","754.343749763636",NA,NA,"1615.6351772923",NA,NA,"1007.68696228695",NA,NA
"2308","713.4076156","756.340420372727",NA,NA,"1621.44487007307",NA,NA,"1009.33262619782",NA,NA
"2309","715.7033106","758.337090981818",NA,NA,"1627.25456285384",NA,NA,"1010.97829010869",NA,NA
"2310","703.8475511","760.333761590909",NA,NA,"1633.06425563461",NA,NA,"1012.62395401956",NA,NA
"2311","703.6264353","762.3304322",NA,NA,"1638.87394841538",NA,NA,"1014.26961793043",NA,NA
"2312","705.6435842","764.32710280909",NA,NA,"1644.68364119615",NA,NA,"1015.9152818413",NA,NA
"2313","712.3471528","766.323773418181",NA,NA,"1650.49333397692",NA,NA,"1017.56094575217",NA,NA
"2314","742.0501176","768.320444027272",NA,NA,"1656.30302675769",NA,NA,"1019.20660966304",NA,NA
"2315","735.3180805","770.317114636363",NA,NA,"1662.11271953845",NA,NA,"1020.85227357391",NA,NA
"2316","749.5787273","772.313785245454","END",NA,"1667.92241231922",NA,NA,"1022.49793748478",NA,NA
"2317","751.2138194","751.2138194","START",NA,"1673.73210509999",NA,NA,"1024.14360139565",NA,NA
"2318","730.3508136","751.851864335294",NA,NA,"1679.54179788076",NA,NA,"1025.78926530652",NA,NA
"2319","736.5069839","752.489909270588",NA,NA,"1685.35149066153",NA,NA,"1027.43492921739",NA,NA
"2320","747.997678","753.127954205882",NA,NA,"1691.1611834423",NA,NA,"1029.08059312826",NA,NA
"2321","741.2403179","753.765999141177",NA,NA,"1696.97087622307",NA,NA,"1030.72625703913",NA,NA
"2322","737.354976","754.404044076471",NA,NA,"1702.78056900384",NA,NA,"1032.37192095",NA,NA
"2323","739.6852002","755.042089011765",NA,NA,"1708.59026178461",NA,NA,"1034.01758486086",NA,NA
"2324","734.6529259","755.680133947059",NA,NA,"1714.39995456538",NA,NA,"1035.66324877173",NA,NA
"2325","727.7411158","756.318178882353",NA,NA,"1720.20964734615",NA,NA,"1037.3089126826",NA,NA
"2326","730.0824838","756.956223817647",NA,NA,"1726.01934012692",NA,NA,"1038.95457659347",NA,NA
"2327","731.6464357","757.594268752942",NA,NA,"1731.82903290768",NA,NA,"1040.60024050434",NA,NA
"2328","742.2044513","758.232313688236",NA,NA,"1737.63872568845",NA,NA,"1042.24590441521",NA,NA
"2329","753.6749101","758.87035862353",NA,NA,"1743.44841846922",NA,NA,"1043.89156832608",NA,NA
"2330","772.3023827","759.508403558824",NA,"Upcross","1749.25811124999",NA,NA,"1045.53723223695",NA,NA
"2331","766.1104681","760.146448494118",NA,NA,"1755.06780403076",NA,NA,"1047.18289614782",NA,NA
"2332","766.3801391","760.784493429412",NA,NA,"1760.87749681153",NA,NA,"1048.82856005869",NA,NA
"2333","752.6707262","761.422538364706",NA,NA,"1766.6871895923",NA,NA,"1050.47422396956",NA,NA
"2334","759.1173258","762.060583300001",NA,NA,"1772.49688237307",NA,NA,"1052.11988788043",NA,NA
"2335","764.9876501","762.698628235295",NA,NA,"1778.30657515384",NA,NA,"1053.7655517913",NA,NA
"2336","767.6592246","763.336673170589",NA,NA,"1784.11626793461",NA,NA,"1055.41121570217",NA,NA
"2337","771.9023211","763.974718105883",NA,NA,"1789.92596071538",NA,NA,"1057.05687961304",NA,NA
"2338","775.4745613","764.612763041177",NA,NA,"1795.73565349615",NA,NA,"1058.70254352391",NA,NA
"2339","770.4961505","765.250807976471",NA,NA,"1801.54534627691",NA,NA,"1060.34820743478",NA,NA
"2340","778.5065991","765.888852911765",NA,NA,"1807.35503905768",NA,NA,"1061.99387134565",NA,NA
"2341","778.9306946","766.52689784706",NA,NA,"1813.16473183845",NA,NA,"1063.63953525652",NA,NA
"2342","776.9639615","767.164942782354",NA,NA,"1818.97442461922",NA,NA,"1065.28519916739",NA,NA
"2343","776.176782","767.802987717648",NA,NA,"1824.78411739999",NA,NA,"1066.93086307826",NA,NA
"2344","782.2302159","768.441032652942",NA,NA,"1830.59381018076",NA,NA,"1068.57652698913",NA,NA
"2345","789.6029322","769.079077588236",NA,NA,"1836.40350296153",NA,NA,"1070.2221909",NA,NA
"2346","790.6329665","769.71712252353",NA,NA,"1842.2131957423",NA,NA,"1071.86785481087",NA,NA
"2347","790.2790317","770.355167458824",NA,NA,"1848.02288852307",NA,NA,"1073.51351872174",NA,NA
"2348","799.7775207","770.993212394119",NA,NA,"1853.83258130384",NA,NA,"1075.15918263261",NA,NA
"2349","828.4836793","771.631257329413",NA,NA,"1859.64227408461",NA,NA,"1076.80484654348",NA,NA
"2350","858.501434","772.269302264707",NA,NA,"1865.45196686538",NA,NA,"1078.45051045435",NA,NA
"2351","915.5624383","772.907347200001",NA,NA,"1871.26165964614",NA,NA,"1080.09617436521",NA,NA
"2352","891.1552721","773.545392135295",NA,NA,"1877.07135242691",NA,NA,"1081.74183827608",NA,NA
"2353","896.0032793","774.183437070589",NA,NA,"1882.88104520768",NA,NA,"1083.38750218695",NA,NA
"2354","903.2012466","774.821482005883",NA,NA,"1888.69073798845",NA,NA,"1085.03316609782",NA,NA
"2355","925.9508105","775.459526941178",NA,NA,"1894.50043076922",NA,NA,"1086.67883000869",NA,NA
"2356","979.960974","776.097571876472",NA,NA,"1900.31012354999",NA,NA,"1088.32449391956",NA,NA
"2357","973.4625594","776.735616811766",NA,NA,"1906.11981633076",NA,NA,"1089.97015783043",NA,NA
"2358","961.1826582","777.37366174706",NA,NA,"1911.92950911153",NA,NA,"1091.6158217413",NA,NA
"2359","968.970597","778.011706682354",NA,NA,"1917.7392018923",NA,NA,"1093.26148565217",NA,NA
"2360","997.257358","778.649751617648",NA,NA,"1923.54889467307",NA,NA,"1094.90714956304",NA,NA
"2361","1017.077886","779.287796552942",NA,NA,"1929.35858745384",NA,NA,"1096.55281347391",NA,NA
"2362","1032.609053","779.925841488237","END",NA,"1935.16828023461",NA,NA,"1098.19847738478",NA,NA
"2363","1134.496445","1134.496445","START",NA,"1940.97797301538",NA,NA,"1099.84414129565",NA,"Upcross"
"2364","1000.498129","1142.68618367447",NA,NA,"1946.78766579614",NA,NA,"1101.48980520652",NA,NA
"2365","892.4639556","1150.87592234894",NA,NA,"1952.59735857691",NA,NA,"1103.13546911739",NA,NA
"2366","903.4532836","1159.0656610234",NA,NA,"1958.40705135768",NA,NA,"1104.78113302826",NA,NA
"2367","912.4849971","1167.25539969787",NA,NA,"1964.21674413845",NA,NA,"1106.42679693913",NA,NA
"2368","903.5086668","1175.44513837234",NA,NA,"1970.02643691922",NA,NA,"1108.07246085",NA,NA
"2369","906.4989474","1183.63487704681",NA,NA,"1975.83612969999",NA,NA,"1109.71812476087",NA,NA
"2370","788.314656","1191.82461572128",NA,NA,"1981.64582248076",NA,NA,"1111.36378867174",NA,NA
"2371","807.1098335","1200.01435439574",NA,NA,"1987.45551526153",NA,NA,"1113.00945258261",NA,NA
"2372","826.7469274","1208.20409307021",NA,NA,"1993.2652080423",NA,NA,"1114.65511649348",NA,NA
"2373","820.0451573","1216.39383174468",NA,NA,"1999.07490082307",NA,NA,"1116.30078040435",NA,NA
"2374","824.5470652","1224.58357041915",NA,NA,"2004.88459360384",NA,NA,"1117.94644431522",NA,NA
"2375","830.8380351","1232.77330909362",NA,NA,"2010.69428638461",NA,NA,"1119.59210822609",NA,NA
"2376","906.0268281","1240.96304776809",NA,NA,"2016.50397916537",NA,NA,"1121.23777213696",NA,NA
"2377","881.2598154","1249.15278644255",NA,NA,"2022.31367194614",NA,NA,"1122.88343604783",NA,NA
"2378","902.26387","1257.34252511702",NA,NA,"2028.12336472691",NA,NA,"1124.5290999587",NA,NA
"2379","895.1745162","1265.53226379149",NA,NA,"2033.93305750768",NA,NA,"1126.17476386956",NA,NA
"2380","924.4682595","1273.72200246596",NA,NA,"2039.74275028845",NA,NA,"1127.82042778043",NA,NA
"2381","922.4670774","1281.91174114043",NA,NA,"2045.55244306922",NA,NA,"1129.4660916913",NA,NA
"2382","919.1157441","1290.10147981489",NA,NA,"2051.36213584999",NA,NA,"1131.11175560217",NA,NA
"2383","887.7431938","1298.29121848936",NA,NA,"2057.17182863076",NA,NA,"1132.75741951304",NA,NA
"2384","895.6900333","1306.48095716383",NA,NA,"2062.98152141153",NA,NA,"1134.40308342391",NA,NA
"2385","916.6674686","1314.6706958383",NA,NA,"2068.7912141923",NA,NA,"1136.04874733478",NA,NA
"2386","920.4544635","1322.86043451277",NA,NA,"2074.60090697307",NA,NA,"1137.69441124565",NA,NA
"2387","922.7749486","1331.05017318723",NA,NA,"2080.41059975384",NA,NA,"1139.34007515652",NA,NA
"2388","915.6320231","1339.2399118617",NA,NA,"2086.2202925346",NA,NA,"1140.98573906739",NA,NA
"2389","920.3132608","1347.42965053617",NA,NA,"2092.02998531537",NA,NA,"1142.63140297826",NA,NA
"2390","968.4991057","1355.61938921064",NA,NA,"2097.83967809614",NA,NA,"1144.27706688913",NA,NA
"2391","987.5325904","1363.80912788511",NA,NA,"2103.64937087691",NA,NA,"1145.9227308",NA,NA
"2392","1007.704366","1371.99886655958",NA,NA,"2109.45906365768",NA,NA,"1147.56839471087",NA,NA
"2393","1015.302039","1380.18860523404",NA,NA,"2115.26875643845",NA,NA,"1149.21405862174",NA,NA
"2394","1033.785973","1388.37834390851",NA,NA,"2121.07844921922",NA,NA,"1150.85972253261",NA,NA
"2395","1014.567876","1396.56808258298",NA,NA,"2126.88814199999",NA,NA,"1152.50538644348",NA,NA
"2396","1023.317481","1404.75782125745",NA,NA,"2132.69783478076",NA,NA,"1154.15105035435",NA,NA
"2397","1053.624459","1412.94755993192",NA,NA,"2138.50752756153",NA,NA,"1155.79671426522",NA,NA
"2398","1052.367645","1421.13729860638",NA,NA,"2144.3172203423",NA,NA,"1157.44237817609",NA,NA
"2399","982.7519395","1429.32703728085",NA,NA,"2150.12691312307",NA,NA,"1159.08804208696",NA,NA
"2400","996.6501531","1437.51677595532",NA,NA,"2155.93660590383",NA,NA,"1160.73370599783",NA,NA
"2401","1011.375322","1445.70651462979",NA,NA,"2161.7462986846",NA,NA,"1162.3793699087",NA,NA
"2402","1006.296465","1453.89625330426",NA,NA,"2167.55599146537",NA,NA,"1164.02503381957",NA,NA
"2403","999.953185","1462.08599197872",NA,NA,"2173.36568424614",NA,NA,"1165.67069773044",NA,NA
"2404","1012.213464","1470.27573065319",NA,NA,"2179.17537702691",NA,NA,"1167.31636164131",NA,NA
"2405","1013.903841","1478.46546932766",NA,NA,"2184.98506980768",NA,NA,"1168.96202555218",NA,NA
"2406","1036.806865","1486.65520800213",NA,NA,"2190.79476258845",NA,NA,"1170.60768946305",NA,NA
"2407","1058.66992","1494.8449466766",NA,NA,"2196.60445536922",NA,NA,"1172.25335337391",NA,NA
"2408","1060.668805","1503.03468535107",NA,NA,"2202.41414814999",NA,NA,"1173.89901728478",NA,NA
"2409","1058.7864","1511.22442402553",NA,NA,"2208.22384093076",NA,NA,"1175.54468119565",NA,NA
"2410","1088.688429","1519.4141627",NA,NA,"2214.03353371153",NA,NA,"1177.19034510652",NA,NA
"2411","1128.855293","1527.60390137447",NA,NA,"2219.8432264923",NA,NA,"1178.83600901739",NA,NA
"2412","1129.701791","1535.79364004894",NA,NA,"2225.65291927306",NA,NA,"1180.48167292826",NA,NA
"2413","1188.861786","1543.98337872341",NA,NA,"2231.46261205383",NA,NA,"1182.12733683913",NA,NA
"2414","1185.488892","1552.17311739787",NA,NA,"2237.2723048346",NA,NA,"1183.77300075",NA,NA
"2415","1151.604737","1560.36285607234",NA,NA,"2243.08199761537",NA,NA,"1185.41866466087",NA,NA
"2416","1181.710866","1568.55259474681",NA,NA,"2248.89169039614",NA,NA,"1187.06432857174",NA,NA
"2417","1194.15245","1576.74233342128",NA,NA,"2254.70138317691",NA,NA,"1188.70999248261",NA,NA
"2418","1188.399941","1584.93207209575",NA,NA,"2260.51107595768",NA,NA,"1190.35565639348",NA,NA
"2419","1228.459651","1593.12181077021",NA,NA,"2266.32076873845",NA,NA,"1192.00132030435",NA,NA
"2420","1262.931467","1601.31154944468","END",NA,"2272.13046151922","END",NA,"1193.64698421522",NA,NA
"2421","1289.363191","1289.363191","START",NA,"1289.363191","START",NA,"1195.29264812609",NA,NA
"2422","1268.940664","1299.18563816667",NA,NA,"1292.03330731034",NA,NA,"1196.93831203696",NA,NA
"2423","1276.273683","1309.00808533333",NA,NA,"1294.70342362069",NA,NA,"1198.58397594783",NA,NA
"2424","1282.254657","1318.8305325",NA,NA,"1297.37353993103",NA,NA,"1200.2296398587",NA,NA
"2425","1234.476462","1328.65297966667",NA,NA,"1300.04365624138",NA,NA,"1201.87530376957",NA,NA
"2426","1152.139389","1338.47542683333",NA,NA,"1302.71377255172",NA,NA,"1203.52096768044",NA,NA
"2427","1193.455527","1348.297874",NA,NA,"1305.38388886207",NA,NA,"1205.16663159131",NA,NA
"2428","1098.530149","1358.12032116667",NA,NA,"1308.05400517241",NA,NA,"1206.81229550218",NA,NA
"2429","1176.822921","1367.94276833333",NA,NA,"1310.72412148276",NA,NA,"1208.45795941305",NA,NA
"2430","1231.748357","1377.7652155",NA,NA,"1313.3942377931",NA,NA,"1210.10362332392",NA,NA
"2431","1239.396296","1387.58766266667",NA,NA,"1316.06435410345",NA,NA,"1211.74928723479",NA,NA
"2432","1246.536565","1397.41010983333",NA,NA,"1318.73447041379",NA,NA,"1213.39495114566",NA,NA
"2433","1258.651381","1407.232557",NA,NA,"1321.40458672414",NA,NA,"1215.04061505653",NA,NA
"2434","1178.02075","1417.05500416667",NA,NA,"1324.07470303448",NA,NA,"1216.6862789674",NA,NA
"2435","1072.082538","1426.87745133333",NA,NA,"1326.74481934483",NA,NA,"1218.33194287826",NA,NA
"2436","962.5690562","1436.6998985",NA,NA,"1329.41493565517",NA,NA,"1219.97760678913",NA,NA
"2437","1020.220254","1446.52234566667",NA,NA,"1332.08505196552",NA,NA,"1221.6232707",NA,NA
"2438","1037.756346","1456.34479283333",NA,NA,"1334.75516827586",NA,NA,"1223.26893461087",NA,NA
"2439","1111.818264","1466.16724",NA,NA,"1337.42528458621",NA,NA,"1224.91459852174",NA,NA
"2440","1037.30257","1475.98968716667",NA,NA,"1340.09540089655",NA,NA,"1226.56026243261",NA,NA
"2441","1028.172856","1485.81213433333",NA,NA,"1342.7655172069",NA,NA,"1228.20592634348",NA,NA
"2442","935.0634962","1495.6345815",NA,NA,"1345.43563351724",NA,NA,"1229.85159025435",NA,NA
"2443","968.5433293","1505.45702866667",NA,NA,"1348.10574982759",NA,NA,"1231.49725416522",NA,NA
"2444","962.9580546","1515.27947583333",NA,NA,"1350.77586613793",NA,NA,"1233.14291807609",NA,NA
"2445","1042.919198","1525.101923",NA,NA,"1353.44598244828",NA,NA,"1234.78858198696",NA,NA
"2446","1045.162932","1534.92437016667",NA,NA,"1356.11609875862",NA,NA,"1236.43424589783",NA,NA
"2447","1039.688616","1544.74681733334",NA,NA,"1358.78621506897",NA,NA,"1238.0799098087",NA,NA
"2448","1037.987661","1554.5692645",NA,NA,"1361.45633137931",NA,NA,"1239.72557371957",NA,NA
"2449","1081.743531","1564.39171166667",NA,NA,"1364.12644768966",NA,NA,"1241.37123763044",NA,NA
"2450","1089.524772","1574.21415883334",NA,NA,"1366.796564",NA,NA,"1243.01690154131",NA,NA
"2451","1105.562956","1584.036606",NA,NA,"1369.46668031035",NA,NA,"1244.66256545218",NA,NA
"2452","1144.664771","1593.85905316667",NA,NA,"1372.13679662069",NA,NA,"1246.30822936305",NA,NA
"2453","1141.921919","1603.68150033334",NA,NA,"1374.80691293103",NA,NA,"1247.95389327392",NA,NA
"2454","1135.811644","1613.5039475",NA,NA,"1377.47702924138",NA,NA,"1249.59955718479",NA,NA
"2455","1194.596459","1623.32639466667",NA,NA,"1380.14714555172",NA,NA,"1251.24522109566",NA,NA
"2456","1191.731451","1633.14884183334",NA,NA,"1382.81726186207",NA,NA,"1252.89088500653",NA,NA
