No,CP,Cycle20,Cycle80,Cycle320
1692,276.2688092,  ,  ,  
1693,273.3181148,LOW*,  ,  
1694,276.4033574,  ,  ,  
1695,275.3380339,  ,  ,  
1696,290.130059,  ,  ,  
1697,292.3203831,  ,  ,  
1698,296.6933293,HIGH,HIGH,  
1699,295.8003448,  ,  ,  
1700,285.9110263,  ,  ,  
1701,283.6083063,  ,  ,  
1702,287.270142,  ,  ,  
1703,291.3921181,  ,  ,  
1704,285.2483966,  ,  ,  
1705,257.2861601,  ,  ,  
1706,262.092948,  ,  ,  
1707,262.9664921,  ,  ,  
1708,261.1842975,  ,  ,  
1709,268.8994158,  ,  ,  
1710,266.777993,  ,  ,  
1711,246.835083,  ,  ,  
1712,246.7191368,  ,  ,  
1713,249.5329936,  ,  ,  
1714,247.3788983,  ,  ,  
1715,253.231614,  ,  ,  
1716,242.9676143,LOW,  ,  
1717,248.3369345,  ,  ,  
1718,244.7124857,  ,  ,  
1719,247.1858194,  ,  ,  
1720,253.6300704,  ,  ,  
1721,254.8331636,  ,  ,  
1722,253.9458486,  ,  ,  
1723,261.1121362,HIGH,  ,  
1724,256.3673869,  ,  ,  
1725,254.831898,  ,  ,  
1726,245.8252104,  ,  ,  
1727,243.8606362,  ,  ,  
1728,235.8719006,  ,  ,  
1729,237.4090678,  ,  ,  
1730,237.1410424,  ,  ,  
1731,225.5056359,  ,  ,  
1732,219.7572367,LOW,LOW,  
1733,223.3139079,  ,  ,  
1734,228.4938153,  ,  ,  
1735,222.7850602,  ,  ,  
1736,223.3980441,  ,  ,  
1737,223.2841353,  ,  ,  
1738,224.8949036,  ,  ,  
1739,234.9393565,  ,  ,  
1740,233.8224188,  ,  ,  
1741,235.9332937,HIGH*,  ,  
1742,231.4585923, ,  ,  
1743,226.445993,  ,  ,  
1744,220.5034068,LOW*,  ,  
1745,227.3259904,  ,  ,  
1746,225.5493688,  ,  ,  
1747,225.6692884,  ,  ,  
1748,236.327976,  ,  ,  
1749,232.7465827,  ,  ,  
1750,235.5400771,  ,  ,  
1751,240.464249,  ,  ,  
1752,238.9766613,  ,  ,  
1753,236.0233834,  ,  ,  
1754,229.4812193,  ,  ,  
1755,237.1306873,  ,  ,  
1756,244.3834728,HIGH,HIGH,  
1757,242.70595,  ,  ,  
1758,240.7314839,  ,  ,  
1759,242.2498372,  ,  ,  
1760,242.2090921,  ,  ,  
1761,236.5502659,  ,  ,  
1762,236.9489167,  ,  ,  
1763,237.4845023,  ,  ,  
1764,235.8121344,  ,  ,  
1765,236.9636829,  ,  ,  
1766,232.8838496,  ,  ,  
1767,231.9744468,LOW,  ,  
1768,234.1903063,  ,  ,  
1769,235.5538217,  ,  ,  
1770,240.3232037,  ,  ,  
1771,238.9632817,  ,  ,  
1772,240.7117583,HIGH,  ,  
1773,237.0035432,  ,  ,  
1774,236.7962613,  ,  ,  
1775,237.2035964,  ,  ,  
1776,236.9568819,  ,  ,  
1777,236.6465266,  ,  ,  
1778,232.78877,  ,  ,  
1779,229.4505479,  ,  ,  
1780,223.2827019,LOW,LOW,  
1781,225.320801,  ,  ,  
1782,225.2130634,  ,  ,  
1783,223.5400769,  ,  ,  
1784,224.7310719,  ,  ,  
1785,225.1605132,  ,  ,  
1786,223.4116859,  ,  ,  
1787,228.7742914,  ,  ,  
1788,229.3705295,  ,  ,  
1789,228.5884874,  ,  ,  
1790,229.5844117,  ,  ,  
1791,229.8112185,  ,  ,  
1792,233.0153445,  ,  ,  
1793,232.5071087,  ,  ,  
1794,236.7909629,  ,  ,  
1795,251.4326768,HIGH*,  ,  
1796,247.9693177,  ,  ,  
1797,249.0124795,  ,  ,  
1798,244.8034842,  ,  ,  
1799,245.5825132,  ,  ,  
1800,244.3002601,  ,  ,  
1801,247.0178925,  ,  ,  
1802,244.1847633,  ,  ,  
1803,240.4515453,LOW*,  ,  
1804,242.3478577,  ,  ,  
1805,242.9679974,  ,  ,  
1806,251.5293267,  ,  ,  
1807,249.0582858,  ,  ,  
1808,256.6502224,  ,  ,  
1809,263.8543569,  ,  ,  
1810,258.0426476,  ,  ,  
1811,254.7471134,  ,  ,  
1812,256.0870428,  ,  ,  
1813,260.5092396,  ,  ,  
1814,271.3024582,  ,  ,  
1815,269.1379401,  ,  ,  
1816,266.4699191,  ,  ,  
1817,270.5761429,  ,  ,  
1818,269.6803048,  ,  ,  
1819,285.5587808,  ,  ,  
1820,293.9174538,  ,  ,  
1821,311.4818799,HIGH,HIGH,HIGH
1822,292.6492238,  ,  ,  
1823,287.7409515,  ,  ,  
1824,285.9228854,  ,  ,  
1825,278.5327493,  ,  ,  
1826,280.0647247,  ,  ,  
1827,277.3546353,  ,  ,  
1828,275.2819895,LOW,  ,  
1829,279.114393,  ,  ,  
1830,276.6524126,  ,  ,  
1831,277.7643691,  ,  ,  
1832,276.8116286,  ,  ,  
1833,289.3059763,  ,  ,  
1834,289.50764,  ,  ,  
1835,293.3148428,  ,  ,  
1836,294.4267618,  ,  ,  
1837,295.4101253,HIGH,  ,  
1838,289.8558364,  ,  ,  
1839,288.2362607,  ,  ,  
1840,284.5973244,  ,  ,  
1841,281.6688463,  ,  ,  
1842,282.4230064,  ,  ,  
1843,282.1850523,  ,  ,  
1844,285.2866175,  ,  ,  
1845,282.3388869,  ,  ,  
1846,278.9957487,  ,  ,  
1847,279.4887151,  ,  ,  
1848,261.4502756,LOW*,  ,  
1849,266.3420205,  ,  ,  
1850,264.9288252,  ,  ,  
1851,271.4217361,HIGH*,  ,  
1852,268.1438685,  ,  ,  
1853,264.691628,  ,  ,  
1854,266.3559416,  ,  ,  
1855,261.9368366,  ,  ,  
1856,258.9308174,  ,  ,  
1857,258.0093983,  ,  ,  
1858,217.8858831,  ,  ,  
1859,227.2182519,  ,  ,  
1860,235.5238831,  ,  ,  
1861,232.8006178,  ,  ,  
1862,230.6391733,  ,  ,  
1863,228.6730739,  ,  ,  
1864,211.9559176,LOW,LOW,LOW
1865,222.6550395,  ,  ,  
1866,226.1167002,  ,  ,  
1867,224.9398773,  ,  ,  
1868,232.1708083,  ,  ,  
1869,229.8262002,  ,  ,  
1870,229.0195725,  ,  ,  
1871,230.6894661,  ,  ,  
1872,227.9555704,  ,  ,  
1873,229.5021807,  ,  ,  
1874,227.1071216,  ,  ,  
1875,231.1775634,  ,  ,  
1876,235.9030061,  ,  ,  
1877,240.8054722,  ,  ,  
1878,240.6336157,  ,  ,  
1879,244.1749527,HIGH,  ,  
1880,238.7224632,  ,  ,  
1881,238.7504772,  ,  ,  
1882,240.8450081,  ,  ,  
1883,236.3518322,  ,  ,  
1884,230.5488373,  ,  ,  
1885,230.948794,  ,  ,  
1886,230.39859,  ,  ,  
1887,229.0432858,  ,  ,  
1888,233.2026978,  ,  ,  
1889,233.1751309,  ,  ,  
1890,232.2415681,  ,  ,  
1891,231.3623238,  ,  ,  
1892,226.773448,LOW,  ,  
1893,230.6263048,  ,  ,  
1894,230.1324378,  ,  ,  
1895,234.3198685,  ,  ,  
1896,235.5382218,  ,  ,  
1897,234.5918144,  ,  ,  
1898,233.2433098,  ,  ,  
1899,240.0172653,  ,  ,  
1900,237.3362338,  ,  ,  
1901,236.739848,  ,  ,  
1902,238.2298139,  ,  ,  
1903,237.9370073,  ,  ,  
1904,239.7358977,  ,  ,  
1905,239.5169249,  ,  ,  
1906,240.9612138,  ,  ,  
1907,246.9404982,  ,  ,  
1908,243.7344868,  ,  ,  
1909,243.029633,  ,  ,  
1910,244.4488875,  ,  ,  
1911,245.9559243,  ,  ,  
1912,248.5281654,  ,  ,  
1913,246.0936373,  ,  ,  
1914,250.4713007,  ,  ,  
1915,253.1423255,  ,  ,  
1916,254.693015,  ,  ,  
1917,262.7373632,  ,  ,  
1918,271.9309389,HIGH*,  ,  
1919,263.4816774,LOW*,  ,  
1920,264.3627282,  ,  ,  
1921,270.8322119,  ,  ,  
1922,268.0402177,  ,  ,  
1923,275.4149565,  ,  ,  
1924,278.612778,  ,  ,  
1925,283.6111429,  ,  ,  
1926,286.0496935,  ,  ,  
1927,286.7033828,  ,  ,  
1928,295.5629138,  ,  ,  
1929,304.442097,  ,  ,  
1930,314.8794623,  ,  ,  
1931,328.4923212,HIGH*,  ,  
1932,314.1195082,LOW*,  ,  
1933,329.8542276,  ,  ,  
1934,364.616628,  ,  ,  
1935,400.9231052,  ,  ,  
1936,405.4816815,HIGH,HIGH,  
1937,384.341223,  ,  ,  
1938,372.9754179,  ,  ,  
1939,386.5045508,  ,  ,  
1940,372.4001297,  ,  ,  
1941,380.4956444,  ,  ,  
1942,337.8305023,  ,  ,  
1943,308.9221859,LOW,LOW,  
1944,337.5229886,  ,  ,  
1945,337.2789582,  ,  ,  
1946,333.0471175,  ,  ,  
1947,319.9280216,  ,  ,  
1948,331.132725,  ,  ,  
1949,335.8497861,  ,  ,  
1950,335.744505,  ,  ,  
1951,326.2321455,  ,  ,  
1952,321.9404755,  ,  ,  
1953,325.9052312,  ,  ,  
1954,323.7169661,  ,  ,  
1955,323.0125563,  ,  ,  
1956,319.9613565,  ,  ,  
1957,328.9604573,  ,  ,  
1958,356.2552925,  ,  ,  
1959,359.2688244,  ,  ,  
1960,356.5673226,  ,  ,  
1961,371.7076125,  ,  ,  
1962,377.3898399,HIGH*,  ,  
1963,362.5323758,  ,  ,  
1964,359.2224041,LOW*,  ,  
1965,361.2100681,  ,  ,  
1966,363.2416318,  ,  ,  
1967,389.3629588,  ,  ,  
1968,393.3191297,  ,  ,  
1969,395.3465883,  ,  ,  
1970,413.7986604,  ,  ,  
1971,417.6326712,  ,  ,  
1972,415.7299243,  ,  ,  
1973,453.8614801,  ,  ,  
1974,435.8557224,  ,  ,  
1975,434.4034664,  ,  ,  
1976,442.9916897,  ,  ,  
1977,464.6178717,HIGH,HIGH,HIGH
1978,454.1424924,  ,  ,  
1979,456.2401346,  ,  ,  
1980,463.1757697,  ,  ,  
1981,461.3999079,  ,  ,  
1982,442.1539901,  ,  ,  
1983,437.6401295,  ,  ,  
1984,435.268379,  ,  ,  
1985,442.6657271,  ,  ,  
1986,455.878713,  ,  ,  
1987,455.7188258,  ,  ,  
1988,418.2215316,LOW,  ,  
1989,422.7058945,  ,  ,  
1990,421.0528796,  ,  ,  
1991,431.3400213,  ,  ,  
1992,426.043647,  ,  ,  
1993,429.6771534,  ,  ,  
1994,434.6780064,  ,  ,  
1995,434.4398773,  ,  ,  
1996,430.13618,  ,  ,  
1997,433.4489711,  ,  ,  
1998,432.6695026,  ,  ,  
1999,430.6778697,  ,  ,  
2000,459.2089401,HIGH,  ,  
2001,454.1344237,  ,  ,  
2002,449.8452162,  ,  ,  
2003,448.5802162,  ,  ,  
2004,449.033059,  ,  ,  
2005,441.7681572,  ,  ,  
2006,432.3106452,  ,  ,  
2007,429.8232247,  ,  ,  
2008,367.8231999,LOW,  ,  
2009,388.0712046,  ,  ,  
2010,382.4820865,  ,  ,  
2011,384.8651666,  ,  ,  
2012,378.161725,  ,  ,  
2013,420.6229242,HIGH,  ,  
2014,409.2984597,  ,  ,  
2015,381.0464594,  ,  ,  
2016,386.3706026,  ,  ,  
2017,403.4469267,  ,  ,  
2018,391.9860973,  ,  ,  
2019,391.1429351,  ,  ,  
2020,394.6275304,  ,  ,  
2021,378.9009956,  ,  ,  
2022,378.9999948,  ,  ,  
2023,377.2627791,  ,  ,  
2024,366.3416876,LOW,LOW,LOW
2025,371.2234351,  ,  ,  
2026,372.9276312,  ,  ,  
2027,368.0982066,  ,  ,  
2028,389.7230812,  ,  ,  
2029,384.398414,  ,  ,  
2030,374.6315555,  ,  ,  
2031,375.1539176,  ,  ,  
2032,370.8143503,  ,  ,  
2033,373.5116129,  ,  ,  
2034,379.0826116,  ,  ,  
2035,377.6391651,  ,  ,  
2036,382.2944565,  ,  ,  
2037,389.5984325,  ,  ,  
2038,406.1506695,HIGH*,  ,  
2039,399.2676186,LOW*,  ,  
2040,407.0353095,  ,  ,  
2041,415.3241134,  ,  ,  
2042,421.289663,  ,  ,  
2043,419.6265285,  ,  ,  
2044,440.1957601,HIGH,  ,  
2045,438.7186127,  ,  ,  
2046,437.5352951,  ,  ,  
2047,420.0325926,  ,  ,  
2048,423.9951125,  ,  ,  
2049,424.0908703,  ,  ,  
2050,431.762242,  ,  ,  
2051,432.947846,  ,  ,  
2052,433.1022627,  ,  ,  
2053,437.7758726,  ,  ,  
2054,432.8078672,  ,  ,  
2055,423.0797894,  ,  ,  
2056,419.2688213,  ,  ,  
2057,407.9901543,  ,  ,  
2058,397.3144539,LOW,  ,  
2059,403.7051875,  ,  ,  
2060,413.2293662,  ,  ,  
2061,411.4259532,  ,  ,  
2062,412.5407035,  ,  ,  
2063,416.3409287,  ,  ,  
2064,419.5119342,HIGH,  ,  
2065,410.2641633,  ,  ,  
2066,411.8058825,  ,  ,  
2067,415.0269573,  ,  ,  
2068,415.2664003,  ,  ,  
2069,417.0241185,  ,  ,  
2070,418.6053638,  ,  ,  
2071,408.9015874,LOW,  ,  
2072,409.1244299,  ,  ,  
2073,412.0569538,  ,  ,  
2074,411.6017741,  ,  ,  
2075,416.5816538,  ,  ,  
2076,417.3782995,  ,  ,  
2077,413.5602399,  ,  ,  
2078,416.3732438,  ,  ,  
2079,416.8230967,  ,  ,  
2080,425.4549598,HIGH*,  ,  
2081,422.9174468, ,  ,  
2082,415.8638288,  ,  ,  
2083,412.7776978,LOW*,  ,  
2084,415.9568112,  ,  ,  
2085,417.2006603,  ,  ,  
2086,419.7630567,  ,  ,  
2087,420.0735789,  ,  ,  
2088,419.5407279,  ,  ,  
2089,422.5013644,  ,  ,  
2090,421.9071912,  ,  ,  
2091,421.46722,  ,  ,  
2092,418.6434605,  ,  ,  
2093,418.7586354,  ,  ,  
2094,421.9544885,  ,  ,  
2095,423.273044,  ,  ,  
2096,427.4276646,  ,  ,  
2097,424.8725181,  ,  ,  
2098,425.856595,  ,  ,  
2099,430.7244188,  ,  ,  
2100,432.216313,  ,  ,  
2101,429.3399687,  ,  ,  
2102,429.6569337,  ,  ,  
2103,437.5687262,  ,  ,  
2104,442.6616533,  ,  ,  
2105,452.1647028,HIGH*,  ,  
2106,448.1344213,LOW*,  ,  
2107,453.914723,  ,  ,  
2108,463.3828714,  ,  ,  
2109,465.3160067,  ,  ,  
2110,469.6087645,HIGH,HIGH,  
2111,445.7411131,  ,  ,  
2112,451.0600618,  ,  ,  
2113,457.0099652,  ,  ,  
2114,449.9004845,  ,  ,  
2115,455.0107312,  ,  ,  
2116,444.9330612,LOW,  ,  
2117,451.6288504,  ,  ,  
2118,448.3679676,  ,  ,  
2119,449.3360725,  ,  ,  
2120,461.6938624,  ,  ,  
2121,461.3618425,  ,  ,  
2122,461.3788723,  ,  ,  
2123,463.4622317,HIGH,  ,  
2124,451.0796683,  ,  ,  
2125,453.8963053,  ,  ,  
2126,455.6072559,  ,  ,  
2127,457.2419027,  ,  ,  
2128,458.1195248,  ,  ,  
2129,460.8577206,  ,  ,  
2130,455.2240773,  ,  ,  
2131,453.545777,  ,  ,  
2132,454.4861841,  ,  ,  
2133,437.7241871,LOW,LOW,  
2134,442.3967992,  ,  ,  
2135,444.0782072,  ,  ,  
2136,440.5586688,  ,  ,  
2137,444.2050573,  ,  ,  
2138,445.6744549,  ,  ,  
2139,450.5495272,  ,  ,  
2140,454.4337224,  ,  ,  
2141,471.8201173,  ,  ,  
2142,530.9105979,  ,  ,  
2143,527.5497124,  ,  ,  
2144,533.493149,  ,  ,  
2145,530.9436928,  ,  ,  
2146,537.6136788,  ,  ,  
2147,538.7712432,  ,  ,  
2148,570.1759883,  ,  ,  
2149,574.2662016,  ,  ,  
2150,575.137638,  ,  ,  
2151,585.857149,HIGH*,  ,  
2152,578.4692407,  ,  ,  
2153,583.0975853,  ,  ,  
2154,577.1016997,LOW*,  ,  
2155,579.8149936,  ,  ,  
2156,605.449557,  ,  ,  
2157,670.3923743,  ,  ,  
2158,704.3217781,  ,  ,  
2159,684.9483194,  ,  ,  
2160,695.0014684,  ,  ,  
2161,767.4200313,HIGH,HIGH,HIGH
2162,750.0146339,  ,  ,  
2163,758.2887801,  ,  ,  
2164,766.7671327,  ,  ,  
2165,722.4974524,  ,  ,  
2166,669.6042047,  ,  ,  
2167,594.8329746,LOW,  ,  
2168,627.6778556,  ,  ,  
2169,664.1269857,  ,  ,  
2170,668.8726841,  ,  ,  
2171,630.4342421,  ,  ,  
2172,652.2448077,  ,  ,  
2173,647.2187684,  ,  ,  
2174,638.5863456,  ,  ,  
2175,674.2848147,  ,  ,  
2176,677.5123857,  ,  ,  
2177,702.7393168,HIGH,  ,  
2178,662.5500859,  ,  ,  
2179,679.8424534,  ,  ,  
2180,668.1659813,  ,  ,  
2181,677.6513331,  ,  ,  
2182,640.0532361,LOW,  ,  
2183,665.0517084,  ,  ,  
2184,651.941914,  ,  ,  
2185,649.959341,  ,  ,  
2186,650.2725947,  ,  ,  
2187,670.023128,  ,  ,  
2188,658.3336134,  ,  ,  
2189,660.9059602,  ,  ,  
2190,666.7586711,  ,  ,  
2191,665.2756222,  ,  ,  
2192,681.089602,HIGH,  ,  
2193,675.1185792,  ,  ,  
2194,674.6603603,  ,  ,  
2195,667.3053649,  ,  ,  
2196,666.8517393,  ,  ,  
2197,650.5629116,  ,  ,  
2198,657.377943,  ,  ,  
2199,661.3939798,  ,  ,  
2200,655.1195778,  ,  ,  
2201,654.6263392,  ,  ,  
2202,656.2751469,  ,  ,  
2203,656.1964534,  ,  ,  
2204,657.5575675,  ,  ,  
2205,655.3617302,  ,  ,  
2206,624.8044871,  ,  ,  
2207,606.5092479,  ,  ,  
2208,526.9811483,LOW,LOW,LOW
2209,570.3470409,  ,  ,  
2210,583.542158,  ,  ,  
2211,581.2798057,  ,  ,  
2212,590.795403,  ,  ,  
2213,594.732324,HIGH,  ,  
2214,591.6292839,  ,  ,  
2215,587.9321382,  ,  ,  
2216,589.9687583,  ,  ,  
2217,589.5858847,  ,  ,  
2218,587.1916496,  ,  ,  
2219,585.3635816,  ,  ,  
2220,571.3870625,  ,  ,  
2221,566.5644413,LOW,  ,  
2222,578.4149241,  ,  ,  
2223,573.6637444,  ,  ,  
2224,573.263192,  ,  ,  
2225,573.9584579,  ,  ,  
2226,581.7970701,  ,  ,  
2227,580.7921926,  ,  ,  
2228,584.9718977,HIGH,  ,  
2229,582.6277474,  ,  ,  
2230,578.7018317,  ,  ,  
2231,576.0334366,  ,  ,  
2232,578.8746534,  ,  ,  
2233,570.2009937,LOW,  ,  
2234,575.1052326,  ,  ,  
2235,573.4292676,  ,  ,  
2236,575.6956984,  ,  ,  
2237,572.2727583,  ,  ,  
2238,572.221702,  ,  ,  
2239,576.8467674,  ,  ,  
2240,600.3744068,  ,  ,  
2241,610.5389133,  ,  ,  
2242,607.5269642,  ,  ,  
2243,612.9954583,  ,  ,  
2244,615.6598191,  ,  ,  
2245,630.550172,HIGH,  ,  
2246,622.977884,  ,  ,  
2247,624.7526404,  ,  ,  
2248,608.2466759,  ,,  
2249,607.7073727,  ,  ,  
2250,608.6942963,  ,  ,  
2251,609.4130877,  ,  ,  
2252,607.0702626,  ,  ,  
2253,607.806438,  ,  ,  
2254,607.3814497,  ,  ,  
2255,611.5334603,  ,  ,  
2256,608.8713063,  ,  ,  
2257,608.3717486,  ,  ,  
2258,596.9457566,  ,  ,  
2259,595.5647165,LOW,  ,  
2260,602.3787849,  ,  ,  
2261,602.6873597,  ,  ,  
2262,600.6100549,  ,  ,  
2263,606.7788106,  ,  ,  
2264,605.1516137,  ,  ,  
2265,604.6864944,  ,  ,  
2266,605.202562,  ,  ,  
2267,608.8658407,  ,  ,  
2268,615.4084788,  ,  ,  
2269,611.7485783,  ,  ,  
2270,612.5903474,  ,  ,  
2271,610.0078814,  ,  ,  
2272,612.1477809,  ,  ,  
2273,611.7608628,  ,  ,  
2274,617.9057051,  ,  ,  
2275,619.3010018,  ,  ,  
2276,617.1010413,  ,  ,  
2277,618.0852,  ,  ,  
2278,642.9813873,HIGH*,  ,  
2279,636.5979322,  ,  ,  
2280,635.4440953,  ,  ,  
2281,639.5860903,  ,  ,  
2282,637.2837593,  ,  ,  
2283,642.9130425,  ,  ,  
2284,639.1375365,  ,  ,  
2285,635.5765086,  ,  ,  
2286,629.640708,  ,  ,  
2287,628.5989011,LOW*,  ,  
2288,630.9062034,  ,  ,  
2289,654.508631,  ,  ,  
2290,651.9619568,  ,  ,  
2291,650.0271672,  ,  ,  
2292,655.7925051,  ,  ,  
2293,675.1098693,  ,  ,  
2294,686.5233271,  ,  ,  
2295,690.3906549,  ,  ,  
2296,715.4454693,  ,  ,  
2297,699.333411,  ,  ,  
2298,698.897728,  ,  ,  
2299,730.57848,  ,  ,  
2300,740.3670555,HIGH,HIGH*,  
2301,689.939207,LOW,LOW*,  
2302,705.4320167,  ,  ,  
2303,706.8193256,  ,  ,  
2304,715.8968798,  ,  ,  
2305,706.1812168,  ,  ,  
2306,711.8358466,  ,  ,  
2307,721.5015099,  ,  ,  
2308,713.4076156,  ,  ,  
2309,715.7033106,  ,  ,  
2310,703.8475511,  ,  ,  
2311,703.6264353,  ,  ,  
2312,705.6435842,  ,  ,  
2313,712.3471528,  ,  ,  
2314,742.0501176,  ,  ,  
2315,735.3180805,  ,  ,  
2316,749.5787273,  ,  ,  
2317,751.2138194,HIGH,  ,  
2318,730.3508136,  ,  ,  
2319,736.5069839,  ,  ,  
2320,747.997678,  ,  ,  
2321,741.2403179,  ,  ,  
2322,737.354976,  ,  ,  
2323,739.6852002,  ,  ,  
2324,734.6529259,  ,  ,  
2325,727.7411158,LOW,  ,  
2326,730.0824838,  ,  ,  
2327,731.6464357,  ,  ,  
2328,742.2044513,  ,  ,  
2329,753.6749101,  ,  ,  
2330,772.3023827,  ,,  
2331,766.1104681,  ,  ,  
2332,766.3801391,  ,  ,  
2333,752.6707262,  ,  ,  
2334,759.1173258,  ,  ,  
2335,764.9876501,  ,  ,  
2336,767.6592246,  ,  ,  
2337,771.9023211,  ,  ,  
2338,775.4745613,  ,  ,  
2339,770.4961505,  ,  ,  
2340,778.5065991,  ,  ,  
2341,778.9306946,  ,  ,  
2342,776.9639615,  ,  ,  
2343,776.176782,  ,  ,  
2344,782.2302159,  ,  ,  
2345,789.6029322,  ,  ,  
2346,790.6329665,  ,  ,  
2347,790.2790317,  ,  ,  
2348,799.7775207,  ,  ,  
2349,828.4836793,  ,  ,  
2350,858.501434,  ,  ,  
2351,915.5624383,HIGH*,  ,  
2352,891.1552721,LOW*,  ,  
2353,896.0032793,  ,  ,  
2354,903.2012466,  ,  ,  
2355,925.9508105,  ,  ,  
2356,979.960974,  ,  ,  
2357,973.4625594,  ,  ,  
2358,961.1826582,  ,  ,  
2359,968.970597,  ,  ,  
2360,997.257358,  ,  ,  
2361,1017.077886,  ,  ,  
2362,1032.609053,  ,  ,  
2363,1134.496445,HIGH,HIGH,  
2364,1000.498129,  ,  ,  
2365,892.4639556,  ,  ,  
2366,903.4532836,  ,  ,  
2367,912.4849971,  ,  ,  
2368,903.5086668,  ,  ,  
2369,906.4989474,  ,  ,  
2370,788.314656,LOW,LOW,  
2371,807.1098335,  ,  ,  
2372,826.7469274,  ,  ,  
2373,820.0451573,  ,  ,  
2374,824.5470652,  ,  ,  
2375,830.8380351,  ,  ,  
2376,906.0268281,  ,  ,  
2377,881.2598154,  ,  ,  
2378,902.26387,  ,  ,  
2379,895.1745162,  ,  ,  
2380,924.4682595,  ,  ,  
2381,922.4670774,  ,  ,  
2382,919.1157441,  ,  ,  
2383,887.7431938,  ,  ,  
2384,895.6900333,  ,  ,  
2385,916.6674686,  ,  ,  
2386,920.4544635,  ,  ,  
2387,922.7749486,  ,  ,  
2388,915.6320231,  ,  ,  
2389,920.3132608,  ,  ,  
2390,968.4991057,  ,  ,  
2391,987.5325904,  ,  ,  
2392,1007.704366,  ,  ,  
2393,1015.302039,  ,  ,  
2394,1033.785973,  ,  ,  
2395,1014.567876,  ,  ,  
2396,1023.317481,  ,  ,  
2397,1053.624459,HIGH,  ,  
2398,1052.367645,  ,  ,  
2399,982.7519395,LOW,  ,  
2400,996.6501531,  ,  ,  
2401,1011.375322,  ,  ,  
2402,1006.296465,  ,  ,  
2403,999.953185,  ,  ,  
2404,1012.213464,  ,  ,  
2405,1013.903841,  ,  ,  
2406,1036.806865,  ,  ,  
2407,1058.66992,  ,  ,  
2408,1060.668805,  ,  ,  
2409,1058.7864,  ,  ,  
2410,1088.688429,  ,  ,  
2411,1128.855293,  ,  ,  
2412,1129.701791,  ,  ,  
2413,1188.861786,  ,  ,  
2414,1185.488892,  ,  ,  
2415,1151.604737,  ,  ,  
2416,1181.710866,  ,  ,  
2417,1194.15245,  ,  ,  
2418,1188.399941,  ,  ,  
2419,1228.459651,  ,  ,  
2420,1262.931467,  ,  ,  
2421,1289.363191,HIGH,HIGH,  
2422,1268.940664,  ,  ,  
2423,1276.273683,  ,  ,  
2424,1282.254657,  ,  ,  
2425,1234.476462,  ,  ,  
2426,1152.139389,  ,  ,  
2427,1193.455527,  ,  ,  
2428,1098.530149,LOW*,  ,  
2429,1176.822921,  ,  ,  
2430,1231.748357,  ,  ,  
2431,1239.396296,  ,  ,  
2432,1246.536565, ,  ,  
2433,1258.651381,HIGH*,  ,  
2434,1178.02075,  ,  ,  
2435,1072.082538,  ,  ,  
2436,962.5690562,  ,  ,  
2437,1020.220254,  ,  ,  
2438,1037.756346,  ,  ,  
2439,1111.818264,  ,  ,  
2440,1037.30257,  ,  ,  
2441,1028.172856,  ,  ,  
2442,935.0634962,LOW,LOW,  
2443,968.5433293,  ,  ,  
2444,962.9580546,  ,  ,  
2445,1042.919198,  ,  ,  
2446,1045.162932,  ,  ,  
2447,1039.688616,  ,  ,  
2448,1037.987661,  ,  ,  
2449,1081.743531,  ,  ,  
2450,1089.524772,  ,  ,  
2451,1105.562956,  ,  ,  
2452,1144.664771,  ,  ,  
2453,1141.921919,  ,  ,  
2454,1135.811644,  ,  ,  
2455,1194.596459,  ,  ,  
2456,1191.731451,  ,  ,  
2457,1184.41772,  ,  ,  
2458,1213.63414,  ,  ,  
2459,1211.649876,  ,  ,  
2460,1229.784933,HIGH*,  ,  
2461,1216.114368,  ,  ,  
2462,1172.55834,LOW*,  ,  
2463,1174.333234,  ,  ,  
2464,1175.562189,  ,  ,  
2465,1173.69138,  ,  ,  
2466,1191.901201,  ,  ,  
2467,1202.131458,  ,  ,  
2468,1209.560909,  ,  ,  
2469,1235.803075,  ,  ,  
2470,1247.33607,  ,  ,  
2471,1243.550393,  ,  ,  
2472,1250.001483,  ,  ,  
2473,1257.239442,  ,  ,  
2474,1279.864717,  ,  ,  
2475,1296.485457,  ,  ,  
2476,1345.889956,  ,  ,  
2477,1347.985156,  ,  ,  
2478,1357.715253,  ,  ,  
2479,1381.956372,  ,  ,  
2480,1436.941488,  ,  ,  
2481,1463.819068,  ,  ,  
2482,1519.408944,  ,  ,  
2483,1539.830052,  ,  ,  
2484,1529.850443,  ,  ,  
2485,1573.28551,  ,  ,  
2486,1526.267772,  ,  ,  
2487,1685.086496,  ,  ,  
2488,1719.228014,  ,  ,  
2489,1782.499,  ,  ,  
2490,1835.487548,HIGH*,  ,  
2491,1704.661641,LOW*,  ,  
2492,1779.840257,  ,  ,  
2493,1794.593551,  ,  ,  
2494,1736.882846,  ,  ,  
2495,1757.026949,  ,  ,  
2496,1808.746065,  ,  ,  
2497,1894.247265,  ,  ,  
2498,1967.545548,  ,  ,  
2499,2048.117678,  ,  ,  
2500,2045.222493,  ,  ,  
2501,2078.9435,  ,  ,  
2502,2257.288364,  ,  ,  
2503,2415.007227,HIGH*,  ,  
2504,2319.601379,  ,  ,  
2505,2279.418584,  ,  ,  
2506,2044.3005,LOW*,  ,  
