No,CP,Cycle20,Cycle80,Cycle320
3317,10373.3219,  ,  ,  
3318,10207.15556,  ,  ,  
3319,10331.30998,  ,  ,  
3320,10884.62977,HIGH*,  ,  
3321,10771.39238,  ,  ,  
3322,10096.83022,  ,  ,  
3323,10119.71452,  ,  ,  
3324,10414.14417,  ,  ,  
3325,10147.08715,  ,  ,  
3326,10100.35678,  ,  ,  
3327,10362.64347,  ,  ,  
3328,10168.22157,  ,  ,  
3329,9724.799978,  ,  ,  
3330,9482.311735,LOW,  ,  
3331,9577.678823,  ,  ,  
3332,9605.024461,  ,  ,  
3333,9762.936557,  ,  ,  
3334,10377.33838,  ,  ,  
3335,10618.78151,HIGH,  ,  
3336,10577.24108,  ,  ,  
3337,10580.1847,  ,  ,  
3338,10330.84973,  ,  ,  
3339,10494.50696,  ,  ,  
3340,10407.26566,  ,  ,  
3341,10332.46444,  ,  ,  
3342,10085.95192,LOW*,  ,  
3343,10142.14806,  ,  ,  
3344,10403.35997,HIGH*,  ,  
3345,10345.33875,  ,  ,  
3346,10363.4529,  ,  ,  
3347,10306.16967,  ,  ,  
3348,10257.82276,  ,  ,  
3349,10195.61118,  ,  ,  
3350,10161.31887,  ,  ,  
3351,10268.39263,  ,  ,  
3352,10170.12512,  ,  ,  
3353,9986.406108,  ,  ,  
3354,10047.01347,  ,  ,  
3355,9692.741048,  ,  ,  
3356,8613.671249,  ,  ,  
3357,8424.157646,  ,  ,  
3358,8091.695299,  ,  ,  
3359,8186.779639,  ,  ,  
3360,8201.979013,  ,  ,  
3361,8064.508062,  ,  ,  
3362,8282.365454,  ,  ,  
3363,8314.55139,  ,  ,  
3364,8362.530732,  ,  ,  
3365,8254.33991,  ,  ,  
3366,8165.686151,  ,  ,  
3367,8141.633714,  ,  ,  
3368,7854.609813,LOW,  ,  
3369,8226.023429,  ,  ,  
3370,8190.115121,  ,  ,  
3371,8598.331921,HIGH,  ,  
3372,8578.090379,  ,  ,  
3373,8289.854029,  ,  ,  
3374,8323.750144,  ,  ,  
3375,8291.250651,  ,  ,  
3376,8346.368437,  ,  ,  
3377,8160.712628,  ,  ,  
3378,8003.855923,  ,  ,  
3379,8072.489382,  ,  ,  
3380,7959.331994,  ,  ,  
3381,7948.477337,  ,  ,  
3382,8213.709039,  ,  ,  
3383,8211.654559,  ,  ,  
3384,8029.205373,  ,  ,  
3385,7458.035857,  ,  ,  
3386,7454.371138,LOW,LOW,  
3387,8656.655178,  ,  ,  
3388,9249.646761,  ,  ,  
3389,9558.156044,HIGH,HIGH,  
3390,9319.178142,  ,  ,  
3391,9431.207124,  ,  ,  
3392,9182.855065,  ,  ,  
3393,9155.277299,  ,  ,  
3394,9251.381293,  ,  ,  
3395,9300.190838,  ,  ,  
3396,9209.638696,  ,  ,  
3397,9418.360131,  ,  ,  
3398,9330.787223,  ,  ,  
3399,9354.933382,  ,  ,  
3400,9210.748222,  ,  ,  
3401,8791.333935,LOW*,  ,  
3402,8810.784562,  ,  ,  
3403,9042.890723,HIGH*,  ,  
3404,8713.20793,  ,  ,  
3405,8788.958143,  ,  ,  
3406,8766.729431,  ,  ,  
3407,8645.435804,  ,  ,  
3408,8465.877889,  ,  ,  
3409,8477.690243,  ,  ,  
3410,8505.161223,  ,  ,  
3411,8183.533414,  ,  ,  
3412,8116.820673,  ,  ,  
3413,8076.55466,  ,  ,  
3414,7612.277488,  ,  ,  
3415,7277.524273,  ,  ,  
3416,7324.836179,  ,  ,  
3417,6943.380656,LOW,  ,  
3418,7139.044686,  ,  ,  
3419,7165.43773,  ,  ,  
3420,7526.863817,  ,  ,  
3421,7436.336382,  ,  ,  
3422,7747.738042,HIGH,  ,  
3423,7556.193721,  ,  ,  
3424,7417.727206,  ,  ,  
3425,7318.312522,  ,  ,  
3426,7306.446233,  ,  ,  
3427,7215.020345,  ,  ,  
3428,7404.086795,  ,  ,  
3429,7534.208356,  ,  ,  
3430,7512.061403,  ,  ,  
3431,7528.940269,  ,  ,  
3432,7340.227459,  ,  ,  
3433,7232.091784,  ,  ,  
3434,7200.464446,  ,  ,  
3435,7192.849024,  ,  ,  
3436,7244.90372,  ,  ,  
3437,7071.10709,  ,  ,  
3438,7111.28667,  ,  ,  
3439,6882.395795,  ,  ,  
3440,6608.96198,LOW,LOW,  
3441,7284.625484,  ,  ,  
3442,7146.167638,  ,  ,  
3443,7184.219172,  ,  ,  
3444,7140.298011,  ,  ,  
3445,7479.402408,HIGH,  ,  
3446,7321.748724,  ,  ,  
3447,7235.629084,  ,  ,  
3448,7191.174166,  ,  ,  
3449,7194.639758,  ,  ,  
3450,7237.150447,  ,  ,  
3451,7306.643308,  ,  ,  
3452,7391.578521,  ,  ,  
3453,7229.397101,  ,  ,  
3454,7167.395055,  ,  ,  
3455,7170.631869,  ,  ,  
3456,6946.825269,LOW,  ,  
3457,7315.30936,  ,  ,  
3458,7343.164194,  ,  ,  
3459,7345.530692,  ,  ,  
3460,7765.797735,  ,  ,  
3461,8136.086842,  ,  ,  
3462,8059.699529,  ,  ,  
3463,7817.136093,  ,  ,  
3464,8129.81792,  ,  ,  
3465,8032.005495,  ,  ,  
3466,8164.549993,  ,  ,  
3467,8121.925668,  ,  ,  
3468,8830.167873,  ,  ,  
3469,8811.448203,  ,  ,  
3470,8718.686998,  ,  ,  
3471,8912.541904,  ,  ,  
3472,8928.180757,HIGH,  ,  
3473,8687.354837,  ,  ,  
3474,8636.258786,  ,  ,  
3475,8730.86756,  ,  ,  
3476,8647.900474,  ,  ,  
3477,8366.384614,  ,  ,  
3478,8423.390958,  ,  ,  
3479,8344.774569,LOW,  ,  
3480,8573.87481,  ,  ,  
3481,8901.959285,  ,  ,  
3482,9297.388318,  ,  ,  
3483,9311.947544,  ,  ,  
3484,9508.920965,  ,  ,  
3485,9357.284782,  ,  ,  
3486,9381.886029,  ,  ,  
3487,9339.387063,  ,  ,  
3488,9279.812521,  ,  ,  
3489,9161.627198,  ,  ,  
3490,9628.136776,  ,  ,  
3491,9739.280436,  ,  ,  
3492,9800.2794,  ,  ,  
3493,9911.293408,  ,  ,  
3494,10151.0832,  ,  ,  
3495,9872.361873,  ,  ,  
3496,10272.22256,  ,  ,  
3497,10360.13522,  ,  ,  
3498,10235.49732,  ,  ,  
3499,10361.61569,HIGH,HIGH,  
3500,9911.724327,  ,  ,  
3501,9952.046612,  ,  ,  
3502,9683.079628,LOW*,  ,  
3503,10195.30379,HIGH*,  ,  
3504,9636.002299,  ,  ,  
3505,9614.030122,  ,  ,  
3506,9701.797503,  ,  ,  
3507,9675.249058,  ,  ,  
3508,9972.842423,  ,  ,  
3509,9648.007883,  ,  ,  
3510,9344.28714,  ,  ,  
3511,8798.888949,  ,  ,  
3512,8779.029482,  ,  ,  
3513,8750.593446,  ,  ,  
3514,8582.0903,  ,  ,  
3515,8541.773894,  ,  ,  
3516,8906.214756,  ,  ,  
3517,8768.810614,  ,  ,  
3518,8756.369572,  ,  ,  
3519,9062.615803,  ,  ,  
3520,9147.085059,  ,  ,  
3521,8898.306957,  ,  ,  
3522,8109.614541,  ,  ,  
3523,7896.38532,  ,  ,  
3524,7909.927875,  ,  ,  
3525,7939.341335,  ,  ,  
3526,4959.313414,LOW,LOW,LOW
3527,5627.692388,  ,  ,  
3528,5145.172506,  ,  ,  
3529,5358.610663,  ,  ,  
3530,5012.927388,  ,  ,  
3531,5416.754711,  ,  ,  
3532,5392.487836,  ,  ,  
3533,6203.551632,  ,  ,  
3534,6174.149476,  ,  ,  
3535,6175.831022,  ,  ,  
3536,5830.56098,  ,  ,  
3537,6486.408657,  ,  ,  
3538,6775.057619,HIGH*,  ,  
3539,6689.969013,  ,  ,  
3540,6754.460336,  ,  ,  
3541,6490.795415,  ,  ,  
3542,6231.81989,  ,  ,  
3543,5904.857587,LOW*,  ,  
3544,6436.9057,  ,  ,  
3545,6432.383242,  ,  ,  
3546,6643.110009,  ,  ,  
3547,6792.742222,  ,  ,  
3548,6751.902552,  ,  ,  
3549,6859.989169,  ,  ,  
3550,6790.812473,  ,  ,  
3551,7298.173745,  ,  ,  
3552,7187.593337,  ,  ,  
3553,7372.194764,HIGH,  ,  
3554,7299.579188,  ,  ,  
3555,6859.822675,  ,  ,  
3556,6883.182229,  ,  ,  
3557,6978.666287,  ,  ,  
3558,6863.575533,  ,  ,  
3559,6875.538503,  ,  ,  
3560,6625.475775,LOW,  ,  
3561,7127.792282,  ,  ,  
3562,7081.395198,  ,  ,  
3563,7262.792344,  ,  ,  
3564,7150.244215,  ,  ,  
3565,6853.273415,  ,  ,  
3566,6870.423699,  ,  ,  
3567,7123.65692,  ,  ,  
3568,7488.605165,  ,  ,  
3569,7506.443316,  ,  ,  
3570,7537.738209,  ,  ,  
3571,7684.068522,  ,  ,  
3572,7777.491519,  ,  ,  
3573,7769.899698,  ,  ,  
3574,8761.83717,  ,  ,  
3575,8652.410991,  ,  ,  
3576,8855.535258,  ,  ,  
3577,8977.281705,  ,  ,  
3578,8896.795638,  ,  ,  
3579,8881.954305,  ,  ,  
3580,8985.879599,  ,  ,  
3581,9266.813073,  ,  ,  
3582,9993.753177,HIGH,HIGH,  
3583,9859.323605,  ,  ,  
3584,9577.338922,  ,  ,  
3585,8715.033293,  ,  ,  
3586,8591.652884,LOW,LOW,  
3587,8817.250681,  ,  ,  
3588,9322.997202,  ,  ,  
3589,9801.269488,HIGH,  ,  
3590,9326.875859,  ,  ,  
3591,9395.475389,  ,  ,  
3592,9682.532481,  ,  ,  
3593,9726.850022,  ,  ,  
3594,9754.201462,  ,  ,  
3595,9515.70255,  ,  ,  
3596,9068.801229,  ,  ,  
3597,9161.815034,  ,  ,  
3598,9183.662125,  ,  ,  
3599,8806.230657,LOW,  ,  
3600,8909.192582,  ,  ,  
3601,8835.137253,  ,  ,  
3602,9169.057439,  ,  ,  
3603,9568.261853,  ,  ,  
3604,9432.413333,  ,  ,  
3605,9691.680491,  ,  ,  
3606,9433.943847,  ,  ,  
3607,10199.13505,HIGH,HIGH,  
3608,9512.346533,  ,  ,  
3609,9642.2734,  ,  ,  
3610,9813.360679,  ,  ,  
3611,9641.891623,  ,  ,  
3612,9668.670539,  ,  ,  
3613,9747.580111,  ,  ,  
3614,9769.342361,  ,  ,  
3615,9779.422166,  ,  ,  
3616,9888.444175,  ,  ,  
3617,9277.451169,LOW,  ,  
3618,9456.161533,  ,  ,  
3619,9461.333799,  ,  ,  
3620,9342.955635,  ,  ,  
3621,9441.383211,  ,  ,  
3622,9520.091948,  ,  ,  
3623,9448.693561,  ,  ,  
3624,9389.990766,  ,  ,  
3625,9285.991583,  ,  ,  
3626,9357.292464,  ,  ,  
3627,9284.769372,  ,  ,  
3628,9684.620185,HIGH,  ,  
3629,9611.725998,  ,  ,  
3630,9292.943544,  ,  ,  
3631,9247.121432,  ,  ,  
3632,9159.437772,  ,  ,  
3633,9002.165617,LOW,LOW,  
3634,9108.065675,  ,  ,  
3635,9184.247366,  ,  ,  
3636,9143.967585,  ,  ,  
3637,9241.339612,  ,  ,  
3638,9094.387287,  ,  ,  
3639,9066.690697,  ,  ,  
3640,9126.219555,  ,  ,  
3641,9079.614018,  ,  ,  
3642,9338.942591,  ,  ,  
3643,9252.158733,  ,  ,  
3644,9434.567956,HIGH,  ,  
3645,9231.502348,  ,  ,  
3646,9285.221015,  ,  ,  
3647,9237.171008,  ,  ,  
3648,9289.097977,  ,  ,  
3649,9236.622501,  ,  ,  
3650,9260.356987,  ,  ,  
3651,9196.725559,  ,  ,  
3652,9132.592312,LOW,  ,  
3653,9156.46871,  ,  ,  
3654,9175.905309,  ,  ,  
3655,9218.842311,  ,  ,  
3656,9167.190568,  ,  ,  
3657,9388.57435,  ,  ,  
3658,9531.25743,  ,  ,  
3659,9609.166715,  ,  ,  
3660,9548.100727,  ,  ,  
3661,9702.45279,  ,  ,  
3662,9933.906554,  ,  ,  
3663,11046.50833,  ,  ,  
3664,10944.61298,  ,  ,  
3665,11115.77128,  ,  ,  
3666,11135.39073,  ,  ,  
3667,11338.19734,  ,  ,  
3668,11797.58213,HIGH*,  ,  
3669,11094.02068,LOW*,  ,  
3670,11236.09568,  ,  ,  
3671,11202.65191,  ,  ,  
3672,11721.43847,  ,  ,  
3673,11769.30911,  ,  ,  
3674,11598.96906,  ,  ,  
3675,11743.00864,  ,  ,  
3676,11680.51737,  ,  ,  
3677,11870.36954,  ,  ,  
3678,11392.64409,  ,  ,  
3679,11575.51247,  ,  ,  
3680,11773.44812,  ,  ,  
3681,11774.40825,  ,  ,  
3682,11866.91036,  ,  ,  
3683,11899.64275,  ,  ,  
3684,12315.76242,HIGH,HIGH,  
3685,11992.696,  ,  ,  
3686,11736.84906,  ,  ,  
3687,11867.52034,  ,  ,  
3688,11524.69895,  ,  ,  
3689,11682.28915,  ,  ,  
3690,11665.60927,  ,  ,  
3691,11771.40805,  ,  ,  
3692,11358.45432,  ,  ,  
3693,11472.04912,  ,  ,  
3694,11314.67374,LOW,  ,  
3695,11527.88303,  ,  ,  
3696,11490.76235,  ,  ,  
3697,11698.97583,  ,  ,  
3698,11678.34823,  ,  ,  
3699,11970.36486,HIGH,  ,  
3700,11414.52093,  ,  ,  
3701,10261.49441,  ,  ,  
3702,10471.96641,  ,  ,  
3703,10128.64359,  ,  ,  
3704,10253.2999,  ,  ,  
3705,10367.87835,  ,  ,  
3706,10108.63545,LOW,LOW,  
3707,10223.11141,  ,  ,  
3708,10334.63073,  ,  ,  
3709,10387.02074,  ,  ,  
3710,10436.97783,  ,  ,  
3711,10322.52361,  ,  ,  
3712,10662.71991,  ,  ,  
3713,10779.38102,  ,  ,  
3714,10968.32055,  ,  ,  
3715,10936.29275,  ,  ,  
3716,10920.11284,  ,  ,  
3717,11073.77955,HIGH,  ,  
3718,10921.2181,  ,  ,  
3719,10455.37996,  ,  ,  
3720,10519.83916,  ,  ,  
3721,10233.29957,LOW,  ,  
3722,10739.04271,  ,  ,  
3723,10683.63058,  ,  ,  
3724,10742.03042,  ,  ,  
3725,10758.82429,  ,  ,  
3726,10727.37505,  ,  ,  
3727,10841.14274,  ,  ,  
3728,10772.35177,  ,  ,  
3729,10606.61733,  ,  ,  
3730,10570.10568,  ,  ,  
3731,10555.70543,  ,  ,  
3732,10665.61862,  ,  ,  
3733,10772.6356,  ,  ,  
3734,10596.37355,  ,  ,  
3735,10667.19439,  ,  ,  
3736,10902.52936,  ,  ,  
3737,11074.10368,  ,  ,  
3738,11302.85429,  ,  ,  
3739,11378.26253,  ,  ,  
3740,11548.40156,HIGH*,  ,  
3741,11434.96878,  ,  ,  
3742,11417.10811,  ,  ,  
3743,11502.58124,  ,  ,  
3744,11338.98718,LOW*,  ,  
3745,11362.80222,  ,  ,  
3746,11489.62257,  ,,  
3747,11745.81197,  ,  ,  
3748,11929.45725,  ,  ,  
3749,12848.49062,  ,  ,  
3750,12997.49934,  ,  ,  
3751,12953.4297,  ,  ,  
3752,13113.86692,  ,  ,  
3753,13041.64104,  ,  ,  
3754,13080.65617,  ,  ,  
3755,13675.52393,HIGH*,  ,  
3756,13290.32885,LOW*,  ,  
3757,13475.2173,  ,  ,  
3758,13603.29609,  ,  ,  
3759,13807.23361,  ,  ,  
3760,13736.89941,  ,  ,  
3761,13595.56476,  ,  ,  
3762,13996.9154,  ,  ,  
3763,14129.1482,  ,  ,  
3764,15606.46683,  ,  ,  
3765,15618.97247,  ,  ,  
3766,14866.3563,  ,  ,  
3767,15500.00071,  ,  ,  
3768,15319.81997,  ,  ,  
3769,15319.27568,  ,  ,  
3770,15731.24111,  ,  ,  
3771,16289.8149,  ,  ,  
3772,16330.06277,HIGH,  ,  
3773,16102.01002,  ,  ,  
3774,15986.75499,LOW,  ,  
3775,16743.05394,  ,  ,  
3776,17682.16919,  ,  ,  
3777,17804.69002,  ,  ,  
3778,17818.66866,  ,  ,  
3779,18663.78185,  ,  ,  
3780,18706.58934,  ,  ,  
3781,18482.69263,  ,  ,  
3782,18373.25776,  ,  ,  
3783,19150.25105,  ,  ,  
3784,18748.39371,  ,  ,  
3785,17113.71687,  ,  ,  
3786,17101.60302,  ,  ,  
3787,17745.37731,  ,  ,  
3788,18190.86688,  ,  ,  
3789,19664.40761,HIGH,HIGH*,  
3790,18820.60779,  ,  ,  
3791,19214.87223,  ,  ,  
3792,19470.31121,  ,  ,  
3793,18732.96709,  ,  ,  
3794,19114.63313,  ,  ,  
3795,19356.31368,  ,  ,  
3796,19182.17683,  ,  ,  
3797,18340.97814,  ,  ,  
3798,18574.69674,  ,  ,  
3799,18294.84695,  ,  ,  
3800,18061.76003,LOW,LOW*,  
3801,18813.28377,  ,  ,  
3802,19156.08251,  ,  ,  
3803,19286.7513,  ,  ,  
3804,19432.58846,  ,  ,  
3805,21370.72032,  ,  ,  
3806,22789.26742,  ,  ,  
3807,23048.76456,  ,,  
3808,23856.77352,HIGH*,  ,  
3809,23528.55061,  ,  ,  
3810,22937.41834,  ,  ,  
3811,23756.88877, ,  ,  
3812,23307.2709,LOW*,  ,  
3813,23707.63304,  ,  ,  
3814,24669.16432,  ,  ,  
3815,26478.06811,  ,  ,  
3816,26430.8566,  ,  ,  
3817,27039.34902,  ,  ,  
3818,27231.20346,  ,  ,  
3819,28844.61368,  ,  ,  
3820,29022.67141,  ,  ,  
3821,29380.69373,  ,  ,  
3822,32022.68106,  ,  ,  
3823,33277.83531,  ,  ,  
3824,31802.14671,  ,  ,  
3825,34013.17417,  ,  ,  
3826,36643.27772,  ,  ,  
3827,39215.65115,  ,  ,  
3828,40775.40456,HIGH,HIGH,  
3829,40370.68235,  ,  ,  
3830,38329.34017,  ,  ,  
3831,35269.51372,  ,  ,  
3832,33712.46855,LOW*,  ,  
3833,37296.54753,  ,  ,  
3834,39045.51834,HIGH*,  ,  
3835,36710.31742,  ,  ,  
3836,36177.2611,  ,  ,  
3837,36069.93947,  ,  ,  
3838,36594.2964,  ,  ,  
3839,36250.14619,  ,  ,  
3840,35515.48001,  ,  ,  
3841,31022.95103,  ,  ,  
3842,32986.43576,  ,  ,  
3843,32036.28227,  ,  ,  
3844,32216.10429,  ,  ,  
3845,32419.70595,  ,  ,  
3846,32640.63914,  ,  ,  
3847,30358.93472,LOW,LOW,  
3848,33511.2876,  ,  ,  
3849,34166.14943,  ,  ,  
3850,34349.9171,  ,  ,  
3851,33157.83257,  ,  ,  
3852,33570.27185,  ,  ,  
3853,35596.14891,  ,  ,  
3854,37578.37321,  ,  ,  
3855,37129.20294,  ,  ,  
3856,38045.41361,  ,  ,  
3857,39341.72708,  ,  ,  
3858,39003.01218,  ,  ,  
3859,46121.93407,  ,  ,  
3860,46548.16199,  ,  ,  
3861,45078.12835,  ,  ,  
3862,47892.84092,  ,  ,  
